"id","matchDate","Country","League","Season","homeTeam","awayTeam","H","D","A","O05","U05","O15","U15","O25","U25","O35","U35","O45","U45","BTTSY","BTTSN"
"15056","16-02-25 12:30","Italy","Serie A","2024/2025","Fiorentina","Como","2.32","3.31","3.37","1.07","9.57","1.34","3.41","2.11","1.81","3.90","1.28","7.97","1.09","1.76","2.06"
"15057","15-02-25 20:45","Italy","Serie A","2024/2025","AC Milan","Verona","1.36","5.12","10.10","1.04","13.00","1.22","4.50","1.65","2.30","2.57","1.54","4.80","1.20","1.90","1.90"
"15058","15-02-25 18:00","Italy","Serie A","2024/2025","Lazio","Napoli","2.45","3.19","3.23","1.10","7.37","1.38","3.16","2.26","1.67","4.26","1.24","8.82","1.08","1.89","1.92"
"15059","15-02-25 15:00","Italy","Serie A","2024/2025","Atalanta","Cagliari","1.54","4.41","6.36","1.03","13.70","1.25","4.21","1.74","2.21","2.91","1.43","5.15","1.18","1.83","1.98"
"15060","14-02-25 20:45","Italy","Serie A","2024/2025","Bologna","Torino","1.76","3.41","5.91","1.10","7.37","1.47","2.77","2.45","1.58","4.57","1.22","9.52","1.07","2.16","1.70"
"15061","10-02-25 20:45","Italy","Serie A","2024/2025","Inter","Fiorentina","1.51","4.79","6.19","1.05","11.60","1.25","4.21","1.82","2.10","2.91","1.43","5.71","1.15","1.90","1.90"
"15062","09-02-25 20:45","Italy","Serie A","2024/2025","Napoli","Udinese","1.47","4.29","8.51","1.06","10.50","1.30","3.68","1.90","2.01","3.27","1.36","6.73","1.12","2.06","1.76"
"15063","09-02-25 18:00","Italy","Serie A","2024/2025","Lecce","Bologna","4.46","3.26","2.00","1.09","8.42","1.44","2.90","2.35","1.63","4.57","1.22","9.52","1.07","1.96","1.85"
"15064","09-02-25 15:00","Italy","Serie A","2024/2025","Cagliari","Parma","1.92","3.69","4.17","1.03","13.70","1.25","4.21","1.82","2.10","2.91","1.43","5.71","1.15","1.67","2.20"
"15065","09-02-25 15:00","Italy","Serie A","2024/2025","Lazio","Monza","1.32","5.61","10.60","1.02","15.80","1.18","5.26","1.56","2.50","2.45","1.58","4.26","1.24","1.96","1.85"
"15066","09-02-25 12:30","Italy","Serie A","2024/2025","Venezia","AS Roma","4.50","3.56","1.89","1.05","11.60","1.25","4.21","1.90","2.01","3.09","1.39","5.71","1.15","1.68","2.18"
"15067","08-02-25 20:45","Italy","Serie A","2024/2025","Torino","Genoa","2.34","2.97","3.73","1.14","6.00","1.51","2.63","2.66","1.50","5.41","1.17","11.20","1.05","2.02","1.80"
"15068","08-02-25 18:00","Italy","Serie A","2024/2025","Empoli","AC Milan","5.14","4.11","1.69","1.03","13.80","1.22","4.61","1.73","2.23","2.70","1.49","5.11","1.18","1.68","2.18"
"15069","08-02-25 15:00","Italy","Serie A","2024/2025","Verona","Atalanta","8.57","4.45","1.45","1.05","11.60","1.25","4.21","1.82","2.10","2.91","1.43","5.71","1.15","1.90","1.90"
"15070","07-02-25 20:45","Italy","Serie A","2024/2025","Como","Juventus","3.69","3.37","2.16","1.07","9.47","1.31","3.58","2.03","1.88","3.61","1.31","7.18","1.11","1.76","2.06"
"15071","06-02-25 20:45","Italy","Serie A","2024/2025","Fiorentina","Inter","6.06","3.64","1.74","1.05","10.00","1.33","3.30","2.14","1.82","3.50","1.30","7.50","1.09","2.00","1.81"
"15072","03-02-25 20:45","Italy","Serie A","2024/2025","Cagliari","Lazio","4.10","3.49","2.00","1.05","11.60","1.25","4.21","1.82","2.10","2.91","1.43","5.71","1.15","1.65","2.24"
"15073","02-02-25 20:45","Italy","Serie A","2024/2025","AS Roma","Napoli","3.77","3.38","2.13","1.07","9.47","1.31","3.58","2.14","1.80","3.61","1.31","7.18","1.11","1.81","2.00"
"15074","02-02-25 18:00","Italy","Serie A","2024/2025","AC Milan","Inter","4.68","3.59","1.86","1.05","11.60","1.25","4.21","1.82","2.10","2.91","1.43","5.71","1.15","1.68","2.18"
"15075","02-02-25 15:00","Italy","Serie A","2024/2025","Fiorentina","Genoa","1.91","3.58","4.37","1.01","10.00","1.32","3.50","1.99","1.91","3.43","1.34","7.06","1.11","1.83","1.98"
"15076","02-02-25 12:30","Italy","Serie A","2024/2025","Juventus","Empoli","1.43","4.87","8.02","1.05","11.60","1.25","4.21","1.74","2.21","2.91","1.43","5.71","1.15","1.94","1.86"
"15077","01-02-25 20:45","Italy","Serie A","2024/2025","Bologna","Como","1.97","3.51","4.19","1.07","9.47","1.31","3.58","2.03","1.88","3.50","1.33","7.18","1.11","1.76","2.06"
"15078","01-02-25 18:00","Italy","Serie A","2024/2025","Atalanta","Torino","1.60","4.30","6.42","1.01","8.70","1.28","3.25","2.02","1.92","3.25","1.28","5.95","1.07","1.99","1.78"
"15079","01-02-25 15:00","Italy","Serie A","2024/2025","Monza","Verona","2.46","3.08","3.34","1.09","8.42","1.34","3.37","2.24","1.73","3.94","1.27","8.05","1.09","1.78","2.03"
"15080","01-02-25 15:00","Italy","Serie A","2024/2025","Udinese","Venezia","1.77","3.59","5.34","1.05","11.60","1.27","3.95","1.90","2.01","3.09","1.39","6.23","1.14","1.76","2.06"
"15081","31-01-25 20:45","Italy","Serie A","2024/2025","Parma","Lecce","2.38","3.26","3.30","1.06","10.50","1.30","3.68","2.03","1.88","3.27","1.36","6.73","1.12","1.72","2.12"
"15082","27-01-25 20:45","Italy","Serie A","2024/2025","Genoa","Monza","2.29","3.07","3.73","1.12","6.84","1.47","2.77","2.45","1.58","4.57","1.22","10.70","1.06","1.94","1.86"
"15083","27-01-25 18:30","Italy","Serie A","2024/2025","Venezia","Verona","2.36","3.37","3.23","1.05","11.60","1.25","4.21","1.82","2.10","3.09","1.39","5.71","1.15","1.65","2.24"
"15084","26-01-25 20:45","Italy","Serie A","2024/2025","Lazio","Fiorentina","2.10","3.41","3.80","1.06","10.50","1.30","3.68","1.90","2.01","3.27","1.36","6.73","1.12","1.72","2.12"
"15085","26-01-25 18:00","Italy","Serie A","2024/2025","Lecce","Inter","10.10","4.83","1.38","1.05","11.60","1.22","4.56","1.74","2.21","2.73","1.48","5.15","1.18","1.96","1.85"
"15086","26-01-25 15:00","Italy","Serie A","2024/2025","Udinese","AS Roma","3.20","3.34","2.38","1.07","9.47","1.31","3.58","2.14","1.80","3.61","1.31","7.18","1.11","1.76","2.06"
"15087","26-01-25 12:30","Italy","Serie A","2024/2025","AC Milan","Parma","1.30","6.57","9.48","1.02","27.00","1.13","6.50","1.37","3.20","1.99","1.91","3.24","1.37","1.68","2.18"
"15088","25-01-25 20:45","Italy","Serie A","2024/2025","Empoli","Bologna","4.08","3.26","2.09","1.10","7.37","1.44","2.90","2.35","1.63","4.57","1.22","9.52","1.07","1.94","1.86"
"15089","25-01-25 18:00","Italy","Serie A","2024/2025","Napoli","Juventus","2.48","2.93","3.50","1.12","6.84","1.44","2.90","2.45","1.58","4.57","1.22","9.52","1.07","1.96","1.85"
"15090","25-01-25 15:00","Italy","Serie A","2024/2025","Como","Atalanta","4.42","3.58","1.90","1.05","11.60","1.25","4.21","1.82","2.10","2.91","1.43","5.15","1.18","1.65","2.24"
"15091","24-01-25 20:45","Italy","Serie A","2024/2025","Torino","Cagliari","2.24","3.17","3.72","1.12","6.67","1.45","2.86","2.49","1.56","4.71","1.21","9.75","1.06","1.90","1.90"
"15092","20-01-25 20:45","Italy","Serie A","2024/2025","Como","Udinese","2.21","3.38","3.55","1.07","9.47","1.31","3.58","2.03","1.88","3.61","1.31","7.18","1.11","1.76","2.06"
"15093","19-01-25 20:45","Italy","Serie A","2024/2025","Inter","Empoli","1.35","4.84","11.70","1.05","11.70","1.20","4.79","1.63","2.34","2.52","1.55","4.53","1.22","1.98","1.83"
"15094","19-01-25 18:00","Italy","Serie A","2024/2025","Verona","Lazio","5.31","3.69","1.75","1.06","10.00","1.29","3.75","1.99","1.91","3.24","1.37","6.54","1.13","1.76","2.06"
"15095","19-01-25 15:00","Italy","Serie A","2024/2025","Cagliari","Lecce","2.02","3.43","4.11","1.06","10.00","1.32","3.50","2.13","1.80","3.67","1.30","7.06","1.11","1.76","2.06"
"15096","19-01-25 15:00","Italy","Serie A","2024/2025","Parma","Venezia","2.15","3.58","3.50","1.03","13.60","1.25","4.19","1.83","2.10","2.93","1.43","5.74","1.15","1.65","2.24"
"15097","19-01-25 12:30","Italy","Serie A","2024/2025","Fiorentina","Torino","1.79","3.49","5.38","1.09","8.42","1.34","3.37","2.14","1.80","3.61","1.31","7.18","1.11","1.90","1.90"
"15098","18-01-25 20:45","Italy","Serie A","2024/2025","Atalanta","Napoli","2.37","3.26","3.32","1.09","8.42","1.38","3.16","2.24","1.73","3.94","1.27","8.05","1.09","1.82","1.99"
"15099","18-01-25 18:00","Italy","Serie A","2024/2025","Juventus","AC Milan","2.48","3.16","3.22","1.09","8.47","1.34","3.38","2.23","1.74","3.92","1.27","8.01","1.09","1.82","1.99"
"15100","18-01-25 15:00","Italy","Serie A","2024/2025","Bologna","Monza","1.58","3.91","6.94","1.07","9.57","1.34","3.41","2.11","1.81","3.90","1.28","7.97","1.09","2.06","1.76"
"15101","17-01-25 20:45","Italy","Serie A","2024/2025","AS Roma","Genoa","1.50","4.36","7.27","1.06","10.00","1.32","3.50","1.99","1.91","3.43","1.34","7.06","1.11","2.06","1.76"
"15102","15-01-25 20:45","Italy","Serie A","2024/2025","Inter","Bologna","1.56","4.10","6.90","1.05","11.50","1.27","3.93","1.91","2.00","3.10","1.39","6.26","1.14","1.90","1.90"
"15103","14-01-25 20:45","Italy","Serie A","2024/2025","Atalanta","Juventus","2.15","3.28","3.84","1.10","7.37","1.44","2.90","2.26","1.67","4.26","1.24","9.52","1.07","1.96","1.85"
"15104","14-01-25 18:30","Italy","Serie A","2024/2025","Como","AC Milan","4.83","3.61","1.83","1.05","11.50","1.25","4.19","1.83","2.10","2.93","1.43","5.74","1.15","1.68","2.18"
"15105","13-01-25 20:45","Italy","Serie A","2024/2025","Monza","Fiorentina","4.65","3.47","1.90","1.07","9.42","1.31","3.56","2.04","1.87","3.62","1.30","7.22","1.11","1.82","1.99"
"15106","12-01-25 20:45","Italy","Serie A","2024/2025","Napoli","Verona","1.36","4.85","11.20","1.05","11.50","1.25","4.19","1.83","2.10","2.93","1.43","5.18","1.18","2.02","1.80"
"15107","12-01-25 18:00","Italy","Serie A","2024/2025","Bologna","AS Roma","2.77","3.18","2.82","1.07","9.42","1.31","3.56","2.14","1.79","3.62","1.30","7.22","1.11","1.76","2.06"
"15108","12-01-25 15:00","Italy","Serie A","2024/2025","Venezia","Inter","10.60","5.09","1.35","1.04","13.00","1.22","4.50","1.65","2.30","2.57","1.54","4.48","1.22","1.98","1.83"
"15109","12-01-25 12:30","Italy","Serie A","2024/2025","Genoa","Parma","2.00","3.49","4.10","1.06","10.50","1.27","3.93","1.91","2.00","3.29","1.36","6.26","1.14","1.72","2.12"
"15110","11-01-25 20:45","Italy","Serie A","2024/2025","AC Milan","Cagliari","1.36","5.41","9.12","1.02","17.80","1.18","5.24","1.52","2.62","2.26","1.66","3.96","1.27","1.79","2.03"
"15111","11-01-25 18:00","Italy","Serie A","2024/2025","Torino","Juventus","4.59","3.01","2.08","1.15","5.79","1.59","2.42","2.91","1.43","6.23","1.14","13.50","1.03","2.33","1.61"
"15112","11-01-25 15:00","Italy","Serie A","2024/2025","Empoli","Lecce","2.01","3.26","4.43","1.10","7.33","1.44","2.88","2.36","1.62","4.59","1.22","9.56","1.07","2.02","1.80"
"15113","11-01-25 15:00","Italy","Serie A","2024/2025","Udinese","Atalanta","6.39","3.89","1.62","1.06","10.50","1.30","3.68","1.90","2.01","3.27","1.36","6.73","1.12","1.90","1.90"
"15114","10-01-25 20:45","Italy","Serie A","2024/2025","Lazio","Como","1.99","3.49","4.15","1.06","10.50","1.30","3.66","1.91","2.00","3.29","1.36","6.76","1.12","1.76","2.06"
"15115","05-01-25 20:45","Italy","Serie A","2024/2025","AS Roma","Lazio","2.62","3.08","3.08","1.07","9.42","1.31","3.56","2.14","1.79","3.62","1.30","7.22","1.11","1.71","2.13"
"15116","05-01-25 18:00","Italy","Serie A","2024/2025","Torino","Parma","1.78","3.66","5.15","1.06","10.00","1.32","3.50","1.99","1.91","3.43","1.34","6.54","1.13","1.76","2.06"
"15117","05-01-25 15:00","Italy","Serie A","2024/2025","Lecce","Genoa","2.93","3.06","2.75","1.12","6.81","1.48","2.75","2.46","1.58","4.59","1.22","10.70","1.06","1.94","1.86"
"15118","05-01-25 12:30","Italy","Serie A","2024/2025","Monza","Cagliari","2.36","3.16","3.43","1.09","8.47","1.34","3.38","2.23","1.74","3.92","1.27","8.01","1.09","1.83","1.98"
"15119","04-01-25 20:45","Italy","Serie A","2024/2025","Verona","Udinese","3.30","2.96","2.57","1.09","8.42","1.38","3.16","2.26","1.67","4.26","1.24","8.82","1.08","1.83","1.98"
"15120","04-01-25 18:00","Italy","Serie A","2024/2025","Fiorentina","Napoli","3.86","3.07","2.24","1.10","7.37","1.38","3.16","2.26","1.67","4.26","1.24","8.82","1.08","1.87","1.94"
"15121","04-01-25 15:00","Italy","Serie A","2024/2025","Venezia","Empoli","2.67","3.05","3.05","1.10","7.37","1.38","3.16","2.26","1.67","4.26","1.24","8.82","1.08","1.90","1.90"
"15122","30-12-24 20:45","Italy","Serie A","2024/2025","Bologna","Verona","1.54","4.05","7.35","1.06","10.50","1.30","3.68","2.03","1.88","3.50","1.33","6.73","1.12","2.02","1.80"
"15123","30-12-24 18:30","Italy","Serie A","2024/2025","Como","Lecce","1.70","3.82","5.59","1.07","9.47","1.30","3.68","2.03","1.88","3.27","1.36","6.73","1.12","1.90","1.90"
"15124","29-12-24 20:45","Italy","Serie A","2024/2025","AC Milan","AS Roma","2.43","3.23","3.23","1.09","8.47","1.34","3.38","2.12","1.81","3.92","1.27","8.01","1.09","1.75","2.07"
"15125","29-12-24 18:00","Italy","Serie A","2024/2025","Juventus","Fiorentina","1.86","3.49","4.80","1.07","9.42","1.34","3.35","2.14","1.79","3.96","1.27","8.09","1.09","1.90","1.90"
"15126","29-12-24 15:00","Italy","Serie A","2024/2025","Napoli","Venezia","1.30","5.60","11.60","1.03","13.70","1.21","4.74","1.64","2.32","2.54","1.54","4.57","1.22","2.06","1.76"
"15127","29-12-24 12:30","Italy","Serie A","2024/2025","Udinese","Torino","2.30","3.07","3.69","1.10","7.33","1.38","3.14","2.26","1.66","4.28","1.24","9.56","1.07","1.90","1.90"
"15128","28-12-24 20:45","Italy","Serie A","2024/2025","Lazio","Atalanta","3.37","3.26","2.34","1.07","9.57","1.31","3.62","2.01","1.90","3.57","1.31","7.12","1.11","1.74","2.09"
"15129","28-12-24 18:00","Italy","Serie A","2024/2025","Cagliari","Inter","8.19","4.87","1.42","1.02","15.80","1.22","4.56","1.64","2.32","2.54","1.54","4.57","1.22","1.82","1.99"
"15130","28-12-24 15:00","Italy","Serie A","2024/2025","Empoli","Genoa","2.65","2.88","3.26","1.15","5.74","1.55","2.51","2.79","1.46","5.67","1.16","11.70","1.05","2.01","1.81"
"15131","28-12-24 15:00","Italy","Serie A","2024/2025","Parma","Monza","2.57","3.30","2.96","1.05","11.50","1.27","3.93","1.91","2.00","3.10","1.39","6.26","1.14","1.65","2.24"
"15132","23-12-24 20:45","Italy","Serie A","2024/2025","Inter","Como","1.35","5.12","10.30","1.02","16.00","1.20","4.79","1.63","2.34","2.52","1.55","4.53","1.22","1.90","1.90"
"15133","23-12-24 18:30","Italy","Serie A","2024/2025","Fiorentina","Udinese","1.62","4.10","5.90","1.04","13.00","1.26","4.00","1.82","2.10","3.06","1.40","5.41","1.17","1.75","2.07"
"15134","22-12-24 20:45","Italy","Serie A","2024/2025","Monza","Juventus","7.00","3.81","1.60","1.09","8.38","1.34","3.35","2.14","1.79","3.62","1.30","8.09","1.09","2.02","1.80"
"15135","22-12-24 18:00","Italy","Serie A","2024/2025","Atalanta","Empoli","1.30","5.87","10.60","1.02","15.70","1.18","5.24","1.52","2.62","2.26","1.66","3.96","1.27","1.90","1.90"
"15136","22-12-24 15:00","Italy","Serie A","2024/2025","Venezia","Cagliari","2.56","3.33","2.94","1.06","10.00","1.32","3.50","1.99","1.91","3.43","1.34","7.06","1.11","1.68","2.18"
"15137","22-12-24 12:30","Italy","Serie A","2024/2025","AS Roma","Parma","1.41","4.89","8.58","1.02","17.80","1.15","5.76","1.48","2.75","2.17","1.73","3.62","1.30","1.68","2.18"
"15138","21-12-24 20:45","Italy","Serie A","2024/2025","Lecce","Lazio","6.13","4.11","1.60","1.05","11.00","1.26","4.00","1.90","2.00","3.06","1.40","6.00","1.14","1.76","2.06"
"15139","21-12-24 18:00","Italy","Serie A","2024/2025","Genoa","Napoli","5.82","3.66","1.71","1.09","8.42","1.38","3.16","2.26","1.67","4.26","1.24","8.82","1.08","2.06","1.76"
"15140","21-12-24 15:00","Italy","Serie A","2024/2025","Torino","Bologna","3.72","2.82","2.46","1.14","6.28","1.52","2.62","2.55","1.54","5.18","1.18","10.70","1.06","2.02","1.80"
"15141","20-12-24 20:45","Italy","Serie A","2024/2025","Verona","AC Milan","5.90","4.10","1.62","1.03","13.80","1.24","4.23","1.81","2.12","2.90","1.44","5.68","1.16","1.76","2.06"
"15142","16-12-24 20:45","Italy","Serie A","2024/2025","Lazio","Inter","3.67","3.30","2.20","1.07","9.52","1.31","3.60","2.02","1.89","3.48","1.33","7.15","1.11","1.74","2.09"
"15143","15-12-24 20:45","Italy","Serie A","2024/2025","AC Milan","Genoa","1.57","4.23","6.44","1.05","11.50","1.31","3.56","2.04","1.87","3.51","1.32","6.76","1.12","2.02","1.80"
"15144","15-12-24 18:00","Italy","Serie A","2024/2025","Como","AS Roma","4.06","3.49","2.01","1.06","10.00","1.32","3.50","1.99","1.91","3.43","1.34","7.06","1.11","1.72","2.12"
"15145","15-12-24 15:00","Italy","Serie A","2024/2025","Bologna","Fiorentina","2.86","3.16","2.74","1.09","8.38","1.38","3.14","2.25","1.72","3.96","1.27","8.86","1.08","1.83","1.98"
"15146","15-12-24 15:00","Italy","Serie A","2024/2025","Parma","Verona","2.09","3.42","3.87","1.05","11.50","1.25","4.19","1.83","2.10","2.93","1.43","5.74","1.15","1.65","2.24"
"15147","15-12-24 12:30","Italy","Serie A","2024/2025","Lecce","Monza","2.79","3.19","2.78","1.09","8.38","1.34","3.35","2.25","1.72","3.96","1.27","8.09","1.09","1.83","1.98"
"15148","14-12-24 20:45","Italy","Serie A","2024/2025","Juventus","Venezia","1.42","4.84","8.53","1.07","9.42","1.30","3.66","1.91","2.00","3.29","1.36","6.76","1.12","2.16","1.70"
"15149","14-12-24 18:00","Italy","Serie A","2024/2025","Udinese","Napoli","5.75","3.56","1.74","1.10","7.26","1.47","2.77","2.34","1.67","4.18","1.25","8.54","1.08","2.02","1.79"
"15150","14-12-24 15:00","Italy","Serie A","2024/2025","Cagliari","Atalanta","5.64","4.45","1.59","1.03","13.60","1.22","4.54","1.75","2.20","2.74","1.48","5.18","1.18","1.72","2.12"
"15151","13-12-24 20:45","Italy","Serie A","2024/2025","Empoli","Torino","2.52","2.92","3.43","1.15","5.79","1.69","2.32","2.91","1.43","6.23","1.14","13.50","1.03","2.22","1.66"
"15152","09-12-24 20:45","Italy","Serie A","2024/2025","Monza","Udinese","2.82","2.97","2.94","1.13","6.50","1.51","2.63","2.66","1.50","5.41","1.17","11.20","1.05","2.01","1.81"
"15153","08-12-24 20:45","Italy","Serie A","2024/2025","Napoli","Lazio","1.84","3.57","4.85","1.07","9.42","1.31","3.56","2.04","1.87","3.51","1.32","7.22","1.11","1.90","1.90"
"15154","08-12-24 18:00","Italy","Serie A","2024/2025","Venezia","Como","2.93","3.06","2.75","1.06","10.50","1.25","4.19","1.91","2.00","3.10","1.39","6.26","1.14","1.60","2.34"
"15155","08-12-24 15:00","Italy","Serie A","2024/2025","Verona","Empoli","2.66","2.88","3.25","1.12","6.81","1.44","2.88","2.46","1.58","4.59","1.22","9.56","1.07","1.90","1.90"
"15156","08-12-24 12:30","Italy","Serie A","2024/2025","Fiorentina","Cagliari","1.57","4.31","6.17","1.03","13.70","1.22","4.56","1.74","2.21","2.73","1.48","5.15","1.18","1.76","2.06"
"15157","07-12-24 20:45","Italy","Serie A","2024/2025","AS Roma","Lecce","1.52","4.19","7.41","1.08","8.61","1.36","3.26","2.23","1.74","3.96","1.27","7.90","1.10","2.06","1.76"
"15158","07-12-24 18:00","Italy","Serie A","2024/2025","Juventus","Bologna","1.81","3.36","5.56","1.12","6.84","1.51","2.63","2.54","1.54","5.15","1.18","10.70","1.06","2.21","1.66"
"15159","07-12-24 15:00","Italy","Serie A","2024/2025","Genoa","Torino","2.49","3.08","3.29","1.12","6.81","1.52","2.62","2.55","1.54","5.18","1.18","10.70","1.06","2.06","1.76"
"15160","06-12-24 20:45","Italy","Serie A","2024/2025","Atalanta","AC Milan","2.02","3.57","3.90","1.03","13.60","1.25","4.19","1.83","2.10","2.93","1.43","5.74","1.15","1.64","2.26"
"15161","06-12-24 18:30","Italy","Serie A","2024/2025","Inter","Parma","1.22","7.28","14.00","1.01","14.90","1.12","6.70","1.36","3.26","1.99","1.91","3.00","1.41","1.76","2.06"
"15162","02-12-24 20:45","Italy","Serie A","2024/2025","AS Roma","Atalanta","3.58","3.49","2.15","1.05","11.50","1.27","3.93","1.91","2.00","3.10","1.39","6.26","1.14","1.67","2.21"
"15163","01-12-24 20:45","Italy","Serie A","2024/2025","Lecce","Juventus","6.99","3.59","1.64","1.12","6.81","1.52","2.62","2.55","1.54","5.18","1.18","10.70","1.06","2.44","1.56"
"15164","01-12-24 15:00","Italy","Serie A","2024/2025","Parma","Lazio","4.78","3.89","1.77","1.03","13.60","1.22","4.54","1.75","2.20","2.74","1.48","5.18","1.18","1.70","2.14"
"15165","01-12-24 15:00","Italy","Serie A","2024/2025","Torino","Napoli","5.62","3.61","1.74","1.11","7.00","1.48","2.75","2.47","1.57","4.80","1.20","9.99","1.06","2.22","1.66"
"15166","01-12-24 12:30","Italy","Serie A","2024/2025","Udinese","Genoa","1.96","3.49","4.27","1.07","9.42","1.31","3.56","2.14","1.79","3.62","1.30","8.09","1.09","1.83","1.98"
"15167","30-11-24 20:45","Italy","Serie A","2024/2025","Bologna","Venezia","1.85","3.56","4.79","1.08","8.51","1.38","3.19","2.22","1.74","3.90","1.28","7.97","1.09","1.96","1.85"
"15168","30-11-24 18:00","Italy","Serie A","2024/2025","AC Milan","Empoli","1.36","4.93","10.80","1.05","11.50","1.25","4.19","1.83","2.10","2.93","1.43","5.74","1.15","2.16","1.70"
"15169","30-11-24 15:00","Italy","Serie A","2024/2025","Como","Monza","1.95","3.49","4.31","1.08","8.61","1.34","3.35","2.23","1.74","3.84","1.28","7.40","1.10","1.76","2.06"
"15170","29-11-24 20:45","Italy","Serie A","2024/2025","Cagliari","Verona","1.94","3.58","4.20","1.05","11.50","1.25","4.19","1.83","2.10","2.93","1.43","5.74","1.15","1.68","2.20"
"15171","25-11-24 20:45","Italy","Serie A","2024/2025","Venezia","Lecce","2.24","3.26","3.61","1.09","8.38","1.38","3.14","2.25","1.72","3.96","1.27","8.09","1.09","1.83","1.98"
"15172","25-11-24 18:30","Italy","Serie A","2024/2025","Empoli","Udinese","3.23","2.92","2.64","1.13","6.34","1.53","2.59","2.61","1.52","5.31","1.17","13.10","1.03","2.10","1.73"
"15173","24-11-24 20:45","Italy","Serie A","2024/2025","Lazio","Bologna","1.85","3.69","4.61","1.06","10.50","1.31","3.56","2.04","1.87","3.51","1.32","6.76","1.12","1.82","1.99"
"15174","24-11-24 18:00","Italy","Serie A","2024/2025","Napoli","AS Roma","1.74","3.69","5.38","1.07","9.42","1.34","3.35","2.14","1.79","3.62","1.30","7.22","1.11","1.95","1.86"
"15175","24-11-24 15:00","Italy","Serie A","2024/2025","Como","Fiorentina","4.36","3.58","1.92","1.05","11.00","1.29","3.75","1.99","1.91","3.43","1.34","6.54","1.13","1.72","2.12"
"15176","24-11-24 15:00","Italy","Serie A","2024/2025","Torino","Monza","2.12","3.09","4.26","1.14","6.28","1.52","2.62","2.55","1.54","5.18","1.18","10.70","1.06","2.06","1.76"
"15177","24-11-24 12:30","Italy","Serie A","2024/2025","Genoa","Cagliari","2.51","3.30","3.03","1.06","10.50","1.30","3.66","2.04","1.87","3.29","1.36","6.76","1.12","1.72","2.12"
"15178","23-11-24 20:45","Italy","Serie A","2024/2025","Parma","Atalanta","5.84","4.61","1.56","1.02","18.50","1.18","5.24","1.52","2.62","2.26","1.66","3.96","1.27","1.60","2.34"
"15179","23-11-24 18:00","Italy","Serie A","2024/2025","AC Milan","Juventus","2.37","3.39","3.19","1.07","9.42","1.34","3.35","2.14","1.79","3.96","1.27","8.09","1.09","1.83","1.98"
"15180","23-11-24 15:00","Italy","Serie A","2024/2025","Verona","Inter","7.00","4.65","1.49","1.05","11.50","1.27","3.93","1.83","2.10","3.10","1.39","6.26","1.14","1.96","1.85"
"15181","10-11-24 20:45","Italy","Serie A","2024/2025","Inter","Napoli","1.82","3.79","4.60","1.05","11.50","1.27","3.93","1.91","2.00","3.29","1.36","6.26","1.14","1.76","2.06"
"15182","10-11-24 18:00","Italy","Serie A","2024/2025","Monza","Lazio","5.60","3.49","1.77","1.10","7.33","1.38","3.14","2.26","1.66","4.28","1.24","8.86","1.08","2.02","1.80"
"15183","10-11-24 15:00","Italy","Serie A","2024/2025","AS Roma","Bologna","2.15","3.38","3.71","1.09","8.00","1.41","3.00","2.37","1.62","4.48","1.22","9.26","1.07","1.90","1.90"
"15184","10-11-24 15:00","Italy","Serie A","2024/2025","Fiorentina","Verona","1.53","4.65","6.20","1.03","13.60","1.25","4.19","1.75","2.20","2.74","1.48","5.18","1.18","1.83","1.98"
"15185","10-11-24 12:30","Italy","Serie A","2024/2025","Atalanta","Udinese","1.49","4.41","7.46","1.05","11.60","1.26","3.97","1.89","2.02","3.07","1.40","6.20","1.14","1.96","1.85"
"15186","09-11-24 20:45","Italy","Serie A","2024/2025","Juventus","Torino","1.58","3.69","8.05","1.12","6.84","1.47","2.77","2.54","1.54","5.15","1.18","10.70","1.06","2.44","1.56"
"15187","09-11-24 18:00","Italy","Serie A","2024/2025","Cagliari","AC Milan","5.30","4.07","1.68","1.02","15.70","1.21","4.71","1.60","2.41","2.55","1.54","4.59","1.22","1.60","2.34"
"15188","09-11-24 15:00","Italy","Serie A","2024/2025","Venezia","Parma","2.26","3.68","3.17","1.03","15.00","1.22","4.50","1.65","2.30","2.57","1.54","4.80","1.20","1.57","2.42"
"15189","08-11-24 20:45","Italy","Serie A","2024/2025","Lecce","Empoli","2.37","3.07","3.53","1.15","5.76","1.60","2.41","2.93","1.43","6.26","1.14","13.50","1.03","2.22","1.66"
"15190","07-11-24 20:45","Italy","Serie A","2024/2025","Genoa","Como","3.34","3.06","2.47","1.10","7.33","1.38","3.14","2.26","1.66","4.28","1.24","8.86","1.08","1.90","1.90"
"15191","04-11-24 20:45","Italy","Serie A","2024/2025","Lazio","Cagliari","1.58","3.99","6.89","1.03","13.60","1.22","4.54","1.75","2.20","2.74","1.48","5.18","1.18","1.79","2.03"
"15192","04-11-24 18:30","Italy","Serie A","2024/2025","Empoli","Como","2.77","3.07","2.91","1.12","6.81","1.48","2.75","2.55","1.54","5.18","1.18","10.70","1.06","2.02","1.80"
"15193","04-11-24 18:30","Italy","Serie A","2024/2025","Parma","Genoa","1.82","3.83","4.59","1.04","13.00","1.23","4.33","1.82","2.10","2.86","1.45","5.41","1.17","1.65","2.24"
"15194","03-11-24 20:45","Italy","Serie A","2024/2025","Inter","Venezia","1.18","8.06","16.80","1.02","28.00","1.10","7.45","1.31","3.62","1.88","2.03","2.88","1.44","1.83","1.98"
