"id","matchDate","Country","League","Season","homeTeam","awayTeam","H","D","A","O05","U05","O15","U15","O25","U25","O35","U35","O45","U45","BTTSY","BTTSN"
"15195","03-11-24 18:00","Italy","Serie A","2024/2025","Verona","AS Roma","5.31","3.59","1.78","1.07","9.42","1.31","3.56","2.04","1.87","3.62","1.30","7.22","1.11","1.90","1.90"
"15196","03-11-24 15:00","Italy","Serie A","2024/2025","Torino","Fiorentina","3.95","3.18","2.16","1.09","8.38","1.38","3.14","2.26","1.66","4.28","1.24","8.86","1.08","1.90","1.90"
"15197","03-11-24 12:30","Italy","Serie A","2024/2025","Napoli","Atalanta","2.22","3.29","3.61","1.07","9.52","1.31","3.60","2.02","1.89","3.48","1.33","7.15","1.11","1.75","2.07"
"15198","02-11-24 20:45","Italy","Serie A","2024/2025","Monza","AC Milan","6.44","3.79","1.63","1.06","10.50","1.27","3.93","1.91","2.00","3.29","1.36","6.26","1.14","1.82","1.99"
"15199","02-11-24 18:00","Italy","Serie A","2024/2025","Udinese","Juventus","4.18","3.18","2.10","1.10","7.33","1.38","3.14","2.26","1.66","4.28","1.24","8.86","1.08","1.90","1.90"
"15200","02-11-24 15:00","Italy","Serie A","2024/2025","Bologna","Lecce","1.79","3.51","5.35","1.07","9.42","1.31","3.56","2.04","1.87","3.62","1.30","7.22","1.11","1.94","1.86"
"15201","31-10-24 20:45","Italy","Serie A","2024/2025","AS Roma","Torino","1.82","3.69","4.80","1.08","8.61","1.44","2.87","2.46","1.62","4.33","1.23","8.85","1.08","1.96","1.85"
"15202","31-10-24 20:45","Italy","Serie A","2024/2025","Como","Lazio","3.37","3.26","2.34","1.06","10.60","1.30","3.72","2.01","1.90","3.46","1.33","6.66","1.12","1.72","2.12"
"15203","31-10-24 18:30","Italy","Serie A","2024/2025","Genoa","Fiorentina","5.37","3.87","1.70","1.06","10.60","1.31","3.60","2.02","1.89","3.48","1.33","6.69","1.12","1.90","1.90"
"15204","30-10-24 20:45","Italy","Serie A","2024/2025","Atalanta","Monza","1.33","5.66","10.10","1.03","13.60","1.21","4.71","1.65","2.30","2.55","1.54","4.59","1.22","2.02","1.80"
"15205","30-10-24 20:45","Italy","Serie A","2024/2025","Juventus","Parma","1.47","4.87","6.94","1.02","15.70","1.21","4.71","1.57","2.49","2.46","1.58","4.28","1.24","1.79","2.03"
"15206","30-10-24 18:30","Italy","Serie A","2024/2025","Empoli","Inter","8.86","4.58","1.43","1.05","11.50","1.25","4.19","1.83","2.10","3.10","1.39","5.74","1.15","2.05","1.77"
"15207","30-10-24 18:30","Italy","Serie A","2024/2025","Venezia","Udinese","2.77","3.33","2.71","1.09","8.38","1.38","3.14","2.25","1.72","3.96","1.27","8.86","1.08","1.90","1.90"
"15208","29-10-24 20:45","Italy","Serie A","2024/2025","AC Milan","Napoli","2.71","3.28","2.80","1.06","10.50","1.30","3.66","1.91","2.00","3.29","1.36","6.76","1.12","1.68","2.20"
"15209","29-10-24 18:30","Italy","Serie A","2024/2025","Cagliari","Bologna","3.06","3.47","2.41","1.06","10.50","1.30","3.66","2.04","1.87","3.51","1.32","6.76","1.12","1.72","2.12"
"15210","29-10-24 18:30","Italy","Serie A","2024/2025","Lecce","Verona","2.36","3.17","3.44","1.09","8.38","1.38","3.14","2.25","1.72","3.96","1.27","8.09","1.09","1.83","1.98"
"15211","27-10-24 20:45","Italy","Serie A","2024/2025","Fiorentina","AS Roma","2.45","3.37","3.06","1.08","9.00","1.34","3.40","2.13","1.80","3.67","1.30","7.54","1.10","1.76","2.06"
"15212","27-10-24 18:00","Italy","Serie A","2024/2025","Inter","Juventus","1.82","3.69","4.80","1.07","9.42","1.34","3.35","2.14","1.79","3.96","1.27","8.09","1.09","2.06","1.76"
"15213","27-10-24 15:00","Italy","Serie A","2024/2025","Lazio","Genoa","1.45","4.63","7.99","1.05","11.00","1.26","4.00","1.90","2.00","3.06","1.40","6.00","1.14","2.04","1.78"
"15214","27-10-24 15:00","Italy","Serie A","2024/2025","Monza","Venezia","2.14","3.46","3.66","1.07","9.42","1.31","3.56","2.14","1.79","3.62","1.30","7.22","1.11","1.79","2.03"
"15215","27-10-24 12:30","Italy","Serie A","2024/2025","Parma","Empoli","2.14","3.48","3.64","1.05","11.50","1.25","4.19","1.83","2.10","2.93","1.43","5.74","1.15","1.65","2.24"
"15216","26-10-24 20:45","Italy","Serie A","2024/2025","Atalanta","Verona","1.30","5.61","11.80","1.02","15.70","1.18","5.24","1.57","2.49","2.36","1.62","4.28","1.24","1.96","1.85"
"15217","26-10-24 15:00","Italy","Serie A","2024/2025","Napoli","Lecce","1.31","5.47","11.90","1.05","11.50","1.25","4.19","1.83","2.10","2.93","1.43","5.74","1.15","2.06","1.76"
"15218","25-10-24 20:45","Italy","Serie A","2024/2025","Torino","Como","2.59","3.08","3.12","1.10","7.33","1.38","3.14","2.25","1.72","3.96","1.27","8.09","1.09","1.83","1.98"
"15219","25-10-24 18:30","Italy","Serie A","2024/2025","Udinese","Cagliari","2.21","3.20","3.78","1.09","8.38","1.34","3.35","2.14","1.79","3.62","1.30","8.09","1.09","1.76","2.06"
"15220","21-10-24 20:45","Italy","Serie A","2024/2025","Verona","Monza","2.35","3.05","3.60","1.10","7.37","1.38","3.16","2.26","1.67","4.26","1.24","8.82","1.08","1.90","1.90"
"15221","20-10-24 20:45","Italy","Serie A","2024/2025","AS Roma","Inter","4.32","3.49","1.95","1.05","11.50","1.25","4.19","1.83","2.10","2.93","1.43","5.74","1.15","1.68","2.18"
"15222","20-10-24 18:00","Italy","Serie A","2024/2025","Cagliari","Torino","2.57","3.06","3.18","1.09","8.00","1.37","3.20","2.35","1.67","4.14","1.25","8.45","1.09","1.76","2.06"
"15223","20-10-24 15:00","Italy","Serie A","2024/2025","Lecce","Fiorentina","3.49","3.26","2.29","1.07","9.42","1.34","3.35","2.25","1.72","3.96","1.27","8.09","1.09","1.83","1.98"
"15224","20-10-24 15:00","Italy","Serie A","2024/2025","Venezia","Atalanta","6.65","4.62","1.51","1.02","15.70","1.18","5.24","1.57","2.49","2.36","1.62","4.28","1.24","1.70","2.14"
"15225","20-10-24 12:30","Italy","Serie A","2024/2025","Empoli","Napoli","6.14","3.67","1.68","1.07","9.42","1.34","3.35","2.14","1.79","3.96","1.27","8.09","1.09","1.96","1.85"
"15226","19-10-24 20:45","Italy","Serie A","2024/2025","Juventus","Lazio","2.09","3.26","4.06","1.09","8.42","1.38","3.16","2.24","1.73","4.26","1.24","8.82","1.08","1.90","1.90"
"15227","19-10-24 18:00","Italy","Serie A","2024/2025","AC Milan","Udinese","1.41","5.20","7.70","1.02","15.80","1.19","4.95","1.59","2.43","2.37","1.62","4.11","1.26","1.81","2.01"
"15228","19-10-24 15:00","Italy","Serie A","2024/2025","Como","Parma","1.81","3.97","4.43","1.02","17.00","1.19","5.00","1.61","2.38","2.47","1.57","4.48","1.22","1.57","2.41"
"15229","19-10-24 15:00","Italy","Serie A","2024/2025","Genoa","Bologna","4.33","3.30","2.01","1.09","8.00","1.41","3.00","2.35","1.67","4.14","1.25","8.45","1.09","1.90","1.90"
"15230","06-10-24 20:45","Italy","Serie A","2024/2025","Fiorentina","AC Milan","3.69","3.78","2.02","1.02","15.70","1.22","4.54","1.65","2.30","2.74","1.48","5.18","1.18","1.60","2.34"
"15231","06-10-24 18:00","Italy","Serie A","2024/2025","Monza","AS Roma","4.35","3.46","1.95","1.09","8.38","1.38","3.14","2.25","1.72","3.96","1.27","8.09","1.09","1.90","1.90"
"15232","06-10-24 15:00","Italy","Serie A","2024/2025","Bologna","Parma","1.97","3.70","3.94","1.04","13.00","1.26","4.00","1.82","2.10","2.86","1.45","5.41","1.17","1.65","2.24"
"15233","06-10-24 15:00","Italy","Serie A","2024/2025","Lazio","Empoli","1.62","4.01","6.17","1.06","10.00","1.34","3.40","2.13","1.80","3.67","1.30","7.06","1.11","2.04","1.78"
"15234","06-10-24 12:30","Italy","Serie A","2024/2025","Juventus","Cagliari","1.52","4.31","7.10","1.06","10.50","1.30","3.66","1.91","2.00","3.29","1.36","6.26","1.14","1.96","1.85"
"15235","05-10-24 20:45","Italy","Serie A","2024/2025","Inter","Torino","1.35","5.09","10.80","1.05","11.60","1.22","4.56","1.74","2.21","2.73","1.48","5.15","1.18","2.01","1.81"
"15236","05-10-24 18:00","Italy","Serie A","2024/2025","Atalanta","Genoa","1.44","4.87","7.70","1.03","14.40","1.24","4.31","1.70","2.20","2.69","1.50","4.69","1.21","1.76","2.06"
"15237","05-10-24 15:00","Italy","Serie A","2024/2025","Udinese","Lecce","2.54","3.08","3.21","1.10","7.33","1.44","2.88","2.26","1.66","4.28","1.24","8.86","1.08","1.90","1.90"
"15238","04-10-24 20:45","Italy","Serie A","2024/2025","Verona","Venezia","2.51","3.27","3.06","1.07","9.42","1.34","3.35","2.14","1.79","3.62","1.30","7.22","1.11","1.76","2.06"
"15239","04-10-24 18:30","Italy","Serie A","2024/2025","Napoli","Como","1.54","4.41","6.40","1.03","13.70","1.25","4.21","1.82","2.10","2.91","1.43","5.71","1.15","1.83","1.98"
"15240","30-09-24 20:45","Italy","Serie A","2024/2025","Parma","Cagliari","1.96","3.78","3.92","1.03","13.60","1.22","4.54","1.75","2.20","2.74","1.48","5.18","1.18","1.65","2.24"
"15241","29-09-24 20:45","Italy","Serie A","2024/2025","Napoli","Monza","1.32","5.74","10.40","1.03","13.60","1.25","4.19","1.75","2.20","2.93","1.43","5.18","1.18","2.16","1.70"
"15242","29-09-24 18:00","Italy","Serie A","2024/2025","Empoli","Fiorentina","3.37","3.47","2.25","1.07","9.42","1.34","3.35","2.14","1.79","3.62","1.30","7.22","1.11","1.76","2.06"
"15243","29-09-24 15:00","Italy","Serie A","2024/2025","AS Roma","Venezia","1.51","4.46","6.93","1.03","13.60","1.22","4.54","1.75","2.20","2.74","1.48","5.18","1.18","1.79","2.03"
"15244","29-09-24 15:00","Italy","Serie A","2024/2025","Como","Verona","1.94","3.51","4.36","1.08","9.00","1.34","3.40","2.24","1.73","3.79","1.29","7.54","1.10","1.90","1.90"
"15245","29-09-24 12:30","Italy","Serie A","2024/2025","Torino","Lazio","3.23","3.10","2.50","1.09","8.42","1.38","3.16","2.24","1.73","3.94","1.27","8.82","1.08","1.82","1.99"
"15246","28-09-24 20:45","Italy","Serie A","2024/2025","Bologna","Atalanta","3.08","3.10","2.61","1.10","7.44","1.39","3.09","2.14","1.79","4.02","1.26","9.06","1.06","1.81","2.01"
"15247","28-09-24 18:00","Italy","Serie A","2024/2025","Genoa","Juventus","5.56","3.36","1.81","1.12","6.81","1.52","2.62","2.55","1.54","5.18","1.18","10.70","1.06","2.22","1.66"
"15248","28-09-24 15:00","Italy","Serie A","2024/2025","Udinese","Inter","7.42","4.60","1.47","1.03","13.60","1.22","4.54","1.75","2.20","2.74","1.48","5.18","1.18","1.83","1.98"
"15249","27-09-24 20:45","Italy","Serie A","2024/2025","AC Milan","Lecce","1.32","5.85","10.10","1.02","17.80","1.15","5.76","1.44","2.88","2.17","1.73","3.62","1.30","1.79","2.03"
"15250","24-09-24 20:45","Italy","Serie A","2024/2025","Atalanta","Como","1.54","4.58","6.06","1.03","13.60","1.22","4.54","1.75","2.20","2.74","1.48","5.18","1.18","1.79","2.03"
"15251","22-09-24 20:45","Italy","Serie A","2024/2025","Inter","AC Milan","1.67","3.96","5.55","1.03","13.60","1.22","4.54","1.75","2.20","2.74","1.48","5.18","1.18","1.68","2.18"
"15252","22-09-24 18:00","Italy","Serie A","2024/2025","AS Roma","Udinese","1.70","4.27","4.74","1.04","13.00","1.29","3.75","1.90","2.00","3.24","1.37","6.54","1.13","1.76","2.06"
"15253","22-09-24 15:00","Italy","Serie A","2024/2025","Monza","Bologna","3.29","2.94","2.58","1.14","6.00","1.56","2.50","2.86","1.45","5.41","1.17","11.20","1.05","2.05","1.78"
"15254","22-09-24 12:30","Italy","Serie A","2024/2025","Fiorentina","Lazio","2.50","3.40","2.97","1.07","9.42","1.31","3.56","2.04","1.87","3.62","1.30","7.22","1.11","1.76","2.06"
"15255","21-09-24 20:45","Italy","Serie A","2024/2025","Lecce","Parma","2.14","3.57","3.53","1.04","13.00","1.26","4.00","1.90","2.00","3.06","1.40","6.00","1.14","1.65","2.24"
"15256","21-09-24 18:00","Italy","Serie A","2024/2025","Juventus","Napoli","2.46","3.37","3.21","1.03","6.90","1.37","2.69","2.37","1.69","3.98","1.18","7.40","1.02","1.95","1.81"
"15257","21-09-24 15:00","Italy","Serie A","2024/2025","Venezia","Genoa","3.06","3.16","2.58","1.09","8.38","1.38","3.14","2.25","1.72","3.96","1.27","8.09","1.09","1.83","1.98"
"15258","20-09-24 20:45","Italy","Serie A","2024/2025","Verona","Torino","2.98","3.07","2.70","1.12","6.81","1.52","2.62","2.55","1.54","5.18","1.18","10.70","1.06","2.06","1.76"
"15259","20-09-24 18:30","Italy","Serie A","2024/2025","Cagliari","Empoli","2.10","3.37","3.88","1.10","7.59","1.45","2.84","2.26","1.68","4.11","1.26","8.16","1.09","2.13","1.71"
"15260","16-09-24 20:45","Italy","Serie A","2024/2025","Lazio","Verona","1.58","4.02","6.70","1.06","10.50","1.30","3.68","1.90","2.01","3.27","1.36","6.73","1.12","1.90","1.90"
"15261","16-09-24 18:30","Italy","Serie A","2024/2025","Parma","Udinese","2.30","3.56","3.18","1.06","10.50","1.30","3.68","2.03","1.88","3.27","1.36","6.73","1.12","1.71","2.13"
"15262","15-09-24 20:45","Italy","Serie A","2024/2025","Monza","Inter","8.14","5.09","1.41","1.05","11.50","1.25","4.19","1.83","2.10","2.93","1.43","5.74","1.15","2.06","1.76"
"15263","15-09-24 18:00","Italy","Serie A","2024/2025","Cagliari","Napoli","4.80","3.97","1.75","1.03","13.60","1.25","4.19","1.83","2.10","2.93","1.43","5.74","1.15","1.75","2.09"
"15264","15-09-24 15:00","Italy","Serie A","2024/2025","Atalanta","Fiorentina","1.86","3.50","4.83","1.05","11.50","1.25","4.19","1.91","2.00","3.10","1.39","5.74","1.15","1.72","2.12"
"15265","15-09-24 15:00","Italy","Serie A","2024/2025","Torino","Lecce","1.91","3.49","4.51","1.09","8.38","1.44","2.88","2.26","1.66","4.28","1.24","8.86","1.08","2.02","1.80"
"15266","15-09-24 12:30","Italy","Serie A","2024/2025","Genoa","AS Roma","3.57","3.40","2.19","1.09","8.38","1.34","3.35","2.25","1.72","3.96","1.27","8.09","1.09","1.83","1.98"
"15267","14-09-24 20:45","Italy","Serie A","2024/2025","AC Milan","Venezia","1.27","6.27","11.90","1.01","22.00","1.15","5.76","1.44","2.88","2.14","1.79","3.51","1.32","1.79","2.03"
"15268","14-09-24 18:00","Italy","Serie A","2024/2025","Empoli","Juventus","6.37","3.79","1.64","1.09","8.00","1.41","3.00","2.37","1.62","4.48","1.22","9.26","1.07","2.16","1.70"
"15269","14-09-24 15:00","Italy","Serie A","2024/2025","Como","Bologna","3.10","3.18","2.53","1.10","7.33","1.44","2.88","2.36","1.62","4.59","1.22","9.56","1.07","1.96","1.85"
"15270","01-09-24 20:45","Italy","Serie A","2024/2025","Juventus","AS Roma","1.76","3.66","5.30","1.08","9.00","1.34","3.40","2.13","1.80","3.67","1.30","7.54","1.10","1.98","1.83"
"15271","01-09-24 20:45","Italy","Serie A","2024/2025","Udinese","Como","2.24","3.37","3.49","1.08","9.00","1.37","3.20","2.24","1.73","4.14","1.25","8.45","1.09","1.83","1.98"
"15272","01-09-24 18:30","Italy","Serie A","2024/2025","Fiorentina","Monza","1.88","3.51","4.66","1.09","8.38","1.34","3.35","2.25","1.72","3.96","1.27","8.09","1.09","1.90","1.90"
"15273","01-09-24 18:30","Italy","Serie A","2024/2025","Genoa","Verona","2.07","3.40","3.95","1.09","8.00","1.41","3.00","2.37","1.62","4.48","1.22","9.26","1.07","1.90","1.90"
"15274","31-08-24 20:45","Italy","Serie A","2024/2025","Lazio","AC Milan","2.90","3.44","2.54","1.05","11.50","1.27","3.93","1.91","2.00","3.10","1.39","6.26","1.14","1.65","2.24"
"15275","31-08-24 20:45","Italy","Serie A","2024/2025","Napoli","Parma","1.43","4.83","7.90","1.03","15.00","1.19","5.00","1.61","2.38","2.47","1.57","4.48","1.22","1.78","2.04"
"15276","31-08-24 18:30","Italy","Serie A","2024/2025","Bologna","Empoli","1.76","3.61","5.42","1.09","8.00","1.41","3.00","2.35","1.67","4.14","1.25","8.45","1.09","2.02","1.80"
"15277","31-08-24 18:30","Italy","Serie A","2024/2025","Lecce","Cagliari","2.23","3.24","3.67","1.09","8.38","1.38","3.14","2.26","1.66","4.28","1.24","8.86","1.08","1.90","1.90"
"15278","30-08-24 20:45","Italy","Serie A","2024/2025","Inter","Atalanta","1.53","4.44","6.68","1.03","15.00","1.22","4.50","1.70","2.20","2.66","1.50","4.80","1.20","1.71","2.13"
"15279","30-08-24 18:30","Italy","Serie A","2024/2025","Venezia","Torino","3.52","3.41","2.21","1.07","9.47","1.34","3.37","2.24","1.73","3.94","1.27","8.05","1.09","1.82","1.99"
"15280","26-08-24 20:45","Italy","Serie A","2024/2025","Verona","Juventus","4.89","3.58","1.83","1.08","8.51","1.43","2.93","2.23","1.69","4.22","1.24","8.74","1.08","1.98","1.83"
"15281","26-08-24 18:30","Italy","Serie A","2024/2025","Cagliari","Como","2.23","3.37","3.50","1.07","9.42","1.31","3.56","2.14","1.79","3.62","1.30","7.22","1.11","1.76","2.06"
"15282","25-08-24 20:45","Italy","Serie A","2024/2025","AS Roma","Empoli","1.51","4.46","6.96","1.05","11.50","1.27","3.93","1.91","2.00","3.10","1.39","6.26","1.14","1.96","1.85"
"15283","25-08-24 20:45","Italy","Serie A","2024/2025","Napoli","Bologna","1.99","3.46","4.18","1.07","9.42","1.31","3.56","2.14","1.79","3.62","1.30","7.22","1.11","1.83","1.98"
"15284","25-08-24 18:30","Italy","Serie A","2024/2025","Fiorentina","Venezia","1.48","4.88","6.66","1.04","13.00","1.26","4.00","1.82","2.10","2.86","1.45","5.41","1.17","1.90","1.90"
"15285","25-08-24 18:30","Italy","Serie A","2024/2025","Torino","Atalanta","3.65","3.33","2.19","1.06","10.50","1.30","3.66","2.04","1.87","3.51","1.32","6.76","1.12","1.72","2.12"
"15286","24-08-24 20:45","Italy","Serie A","2024/2025","Inter","Lecce","1.22","7.49","13.40","1.02","15.70","1.21","4.71","1.60","2.41","2.46","1.58","4.59","1.22","2.22","1.66"
"15287","24-08-24 20:45","Italy","Serie A","2024/2025","Monza","Genoa","2.68","3.16","2.93","1.09","8.00","1.41","3.00","2.37","1.62","4.48","1.22","9.26","1.07","1.90","1.90"
"15288","24-08-24 18:30","Italy","Serie A","2024/2025","Parma","AC Milan","5.62","4.29","1.62","1.03","15.00","1.19","5.00","1.61","2.38","2.47","1.57","4.48","1.22","1.60","2.34"
"15289","24-08-24 18:30","Italy","Serie A","2024/2025","Udinese","Lazio","3.38","3.26","2.34","1.09","8.38","1.34","3.35","2.25","1.72","3.96","1.27","8.09","1.09","1.83","1.98"
"15290","19-08-24 20:45","Italy","Serie A","2024/2025","Juventus","Como","1.58","4.12","6.47","1.05","11.50","1.30","3.66","1.91","2.00","3.29","1.36","6.76","1.12","1.96","1.85"
"15291","19-08-24 18:30","Italy","Serie A","2024/2025","Lecce","Atalanta","3.81","3.49","2.08","1.07","9.47","1.31","3.58","2.03","1.88","3.50","1.33","7.18","1.11","1.76","2.06"
"15292","18-08-24 20:45","Italy","Serie A","2024/2025","Cagliari","AS Roma","3.89","3.42","2.08","1.05","11.60","1.27","3.95","1.90","2.01","3.09","1.39","6.23","1.14","1.68","2.18"
"15293","18-08-24 20:45","Italy","Serie A","2024/2025","Lazio","Venezia","1.43","4.44","9.55","1.06","10.50","1.27","3.93","1.91","2.00","3.10","1.39","6.26","1.14","2.06","1.76"
"15294","18-08-24 18:30","Italy","Serie A","2024/2025","Bologna","Udinese","2.01","3.37","4.23","1.09","8.38","1.44","2.88","2.26","1.66","4.28","1.24","8.86","1.08","1.96","1.85"
"15295","18-08-24 18:30","Italy","Serie A","2024/2025","Verona","Napoli","5.57","3.69","1.72","1.05","11.60","1.27","3.95","1.90","2.01","3.09","1.39","6.23","1.14","1.76","2.06"
"15296","17-08-24 20:45","Italy","Serie A","2024/2025","AC Milan","Torino","1.51","4.27","7.41","1.04","12.40","1.25","4.15","1.90","2.01","3.00","1.41","5.67","1.16","1.76","2.06"
"15297","17-08-24 20:45","Italy","Serie A","2024/2025","Empoli","Monza","2.41","3.19","3.31","1.09","8.00","1.41","3.00","2.35","1.67","4.14","1.25","8.45","1.09","1.83","1.98"
"15298","17-08-24 18:30","Italy","Serie A","2024/2025","Genoa","Inter","8.10","4.27","1.49","1.05","11.50","1.27","3.93","1.91","2.00","3.10","1.39","6.26","1.14","2.12","1.72"
"15299","17-08-24 18:30","Italy","Serie A","2024/2025","Parma","Fiorentina","3.73","3.38","2.14","1.05","11.00","1.29","3.75","1.99","1.91","3.24","1.37","6.54","1.13","1.65","2.24"
"120854","24-05-26 20:45","Italy","Serie A","2025/2026","AC Milan","Cagliari","1.42","5.01","7.92","1.06","10.00","1.31","3.50","1.97","1.91","3.37","1.34","6.80","1.11","2.22","1.66"
"120855","24-05-26 20:45","Italy","Serie A","2025/2026","Cremonese","Como","5.64","4.45","1.59","1.03","13.00","1.26","4.00","1.89","2.00","3.01","1.40","5.81","1.14","1.83","1.98"
"120856","24-05-26 20:45","Italy","Serie A","2025/2026","Lecce","Genoa","1.96","3.29","4.62","1.14","6.00","1.54","2.50","2.82","1.45","5.26","1.17","11.70","1.04","2.22","1.66"
"120857","24-05-26 20:45","Italy","Serie A","2025/2026","Torino","Juventus","6.68","4.46","1.52","1.02","15.00","1.21","4.50","1.63","2.30","2.63","1.50","4.68","1.20","1.74","2.10"
"120858","24-05-26 20:45","Italy","Serie A","2025/2026","Verona","AS Roma","9.73","5.12","1.37","1.05","11.00","1.26","4.00","1.89","2.00","3.18","1.37","5.81","1.14","2.06","1.76"
"120853","24-05-26 18:00","Italy","Serie A","2025/2026","Napoli","Udinese","1.59","4.31","5.90","1.03","13.00","1.23","4.33","1.80","2.10","2.82","1.45","5.26","1.17","1.83","1.98"
"120852","24-05-26 15:00","Italy","Serie A","2025/2026","Parma","Sassuolo","3.30","3.45","2.29","1.03","13.70","1.21","4.56","1.73","2.21","2.50","1.54","5.01","1.18","1.61","2.33"
"120799","23-05-26 20:45","Italy","Serie A","2025/2026","Lazio","Pisa","1.74","3.80","5.13","1.06","10.00","1.31","3.50","2.10","1.80","3.37","1.34","6.80","1.11","1.98","1.83"
"120798","23-05-26 18:00","Italy","Serie A","2025/2026","Bologna","Inter","3.92","3.69","1.98","1.03","13.00","1.23","4.33","1.80","2.10","2.82","1.45","5.26","1.17","1.60","2.34"
"120772","22-05-26 20:45","Italy","Serie A","2025/2026","Fiorentina","Atalanta","3.38","3.68","2.16","1.02","15.00","1.18","5.00","1.60","2.38","2.44","1.57","4.37","1.22","1.49","2.64"
"120624","17-05-26 20:45","Italy","Serie A","2025/2026","Cagliari","Torino","2.21","3.18","3.80","1.09","8.00","1.40","3.00","2.32","1.67","4.05","1.25","8.82","1.07","1.90","1.90"
"120625","17-05-26 20:45","Italy","Serie A","2025/2026","Sassuolo","Lecce","2.61","3.27","2.94","1.07","9.00","1.33","3.40","2.10","1.80","3.60","1.30","7.24","1.10","1.78","2.04"
"120626","17-05-26 20:45","Italy","Serie A","2025/2026","Udinese","Cremonese","2.45","3.26","3.17","1.09","8.00","1.40","3.00","2.32","1.67","4.05","1.25","8.08","1.09","1.90","1.90"
"120623","17-05-26 18:00","Italy","Serie A","2025/2026","Atalanta","Bologna","1.76","4.08","4.59","1.02","15.00","1.21","4.50","1.63","2.30","2.53","1.54","4.68","1.20","1.65","2.25"
"120622","17-05-26 15:00","Italy","Serie A","2025/2026","Inter","Verona","1.42","5.13","7.56","1.03","13.70","1.24","4.21","1.73","2.21","2.86","1.43","5.01","1.18","1.96","1.85"
"120617","17-05-26 12:00","Italy","Serie A","2025/2026","AS Roma","Lazio","1.55","4.23","6.71","1.05","10.50","1.30","3.57","2.08","1.82","3.54","1.31","6.65","1.12","1.90","1.90"
"120618","17-05-26 12:00","Italy","Serie A","2025/2026","Como","Parma","1.27","6.07","12.50","1.02","15.00","1.21","4.50","1.69","2.20","2.63","1.50","5.26","1.17","2.22","1.66"
"120619","17-05-26 12:00","Italy","Serie A","2025/2026","Genoa","AC Milan","5.12","3.84","1.74","1.07","9.00","1.36","3.20","2.21","1.73","4.05","1.25","8.08","1.09","1.96","1.85"
"120620","17-05-26 12:00","Italy","Serie A","2025/2026","Juventus","Fiorentina","1.36","6.11","7.64","1.02","16.50","1.18","5.00","1.54","2.50","2.44","1.57","4.05","1.25","1.83","1.98"
"120621","17-05-26 12:00","Italy","Serie A","2025/2026","Pisa","Napoli","9.15","4.60","1.42","1.06","10.00","1.31","3.50","1.97","1.91","3.37","1.34","6.80","1.11","2.25","1.65"
"119691","11-05-26 20:45","Italy","Serie A","2025/2026","Napoli","Bologna","1.59","4.20","6.14","1.06","10.00","1.31","3.50","1.97","1.91","3.37","1.34","6.80","1.11","1.90","1.90"
"119378","10-05-26 20:45","Italy","Serie A","2025/2026","AC Milan","Atalanta","2.24","3.34","3.52","1.06","10.00","1.28","3.75","1.97","1.91","3.37","1.34","6.32","1.13","1.68","2.18"
"119377","10-05-26 18:00","Italy","Serie A","2025/2026","Parma","AS Roma","8.87","4.70","1.42","1.06","10.00","1.33","3.40","2.10","1.80","3.60","1.30","7.24","1.10","2.22","1.66"
"119375","10-05-26 15:00","Italy","Serie A","2025/2026","Cremonese","Pisa","1.96","3.69","4.00","1.06","9.47","1.30","3.58","2.11","1.80","3.53","1.31","6.90","1.11","1.93","1.87"
"119376","10-05-26 15:00","Italy","Serie A","2025/2026","Fiorentina","Genoa","1.98","3.56","4.07","1.06","10.00","1.33","3.40","2.10","1.80","3.71","1.29","7.24","1.10","1.83","1.98"
"119374","10-05-26 12:30","Italy","Serie A","2025/2026","Verona","Como","8.24","4.89","1.42","1.05","11.00","1.28","3.75","1.97","1.91","3.37","1.34","6.32","1.13","2.16","1.70"
"119281","09-05-26 20:45","Italy","Serie A","2025/2026","Lecce","Juventus","8.71","4.57","1.43","1.06","10.00","1.31","3.50","1.97","1.91","3.37","1.34","6.32","1.13","2.16","1.70"
"119280","09-05-26 18:00","Italy","Serie A","2025/2026","Lazio","Inter","4.28","3.82","1.87","1.05","11.00","1.28","3.75","1.89","2.00","3.18","1.37","5.81","1.14","1.72","2.12"
"119279","09-05-26 15:00","Italy","Serie A","2025/2026","Cagliari","Udinese","2.62","3.08","3.08","1.09","8.00","1.36","3.20","2.32","1.67","4.05","1.25","8.08","1.09","1.83","1.98"
"119215","08-05-26 20:45","Italy","Serie A","2025/2026","Torino","Sassuolo","2.85","3.21","2.72","1.06","10.00","1.28","3.75","1.97","1.91","3.18","1.37","6.32","1.13","1.65","2.24"
"119165","04-05-26 20:45","Italy","Serie A","2025/2026","AS Roma","Fiorentina","1.59","4.45","5.64","1.03","13.00","1.26","4.00","1.89","2.00","3.18","1.37","5.81","1.14","1.90","1.90"
"119164","04-05-26 18:30","Italy","Serie A","2025/2026","Cremonese","Lazio","3.38","3.28","2.33","1.08","8.51","1.37","3.19","2.21","1.69","4.12","1.25","8.32","1.08","1.90","1.90"
"119097","03-05-26 20:45","Italy","Serie A","2025/2026","Inter","Parma","1.22","7.28","13.50","1.01","19.50","1.16","5.50","1.46","2.75","2.24","1.67","3.71","1.29","2.04","1.78"
"119096","03-05-26 18:00","Italy","Serie A","2025/2026","Juventus","Verona","1.20","7.97","13.80","1.02","17.50","1.18","5.00","1.60","2.38","2.44","1.57","4.37","1.22","2.42","1.57"
