Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season,Home_WinStreak,Away_WinStreak,Z_Home_Goals_Season,Z_Home_Wins_Season,Z_Away_Goals_Season,Z_Away_Wins_Season,GoalOnShotRatioHome,GoalOnShotRatioAway,HomeAdvantage,Home_Elo,Away_Elo,PointToMatchRatioHome,PointToMatchRatioAway
2017-09-17,Genoa,Lazio,2,3,A,2017-2018,0,2,-0.1474604284382482,-0.6353555788605757,1.0834238231831248,1.0571499996288667,0.2222222222222222,0.41269841269841273,0.0,1395.916445455723,1594.409433379837,0.25,1.75
2017-09-17,Chievo,Atalanta,1,1,D,2017-2018,0,1,0.17733159283939795,0.23049429564598686,0.16701305231359095,0.2235024792009145,0.2888888888888889,0.38888888888888884,0.0,1424.4151447026563,1604.4177419231876,0.75,0.75
2017-09-17,Napoli,Benevento,6,0,H,2017-2018,3,0,1.9934304641076144,1.8760803278600224,-0.467879929984518,-0.6260247842682187,0.4761904761904762,0.047619047619047616,1.0,1780.6248920079368,1466.1850497503115,2.25,0.0
2017-09-19,Bologna,Inter,1,1,D,2017-2018,0,4,-0.17526686418776707,-0.09119575029984467,1.4861442189889937,1.804390977899955,0.2708333333333333,0.4568452380952381,0.0,1433.6265927302804,1636.3316216305495,0.8,2.4
2017-09-20,Benevento,Roma,0,4,A,2017-2018,0,1,-0.666862967553986,-0.7378070272521108,0.5839103148160666,0.8800206513935986,0.03571428571428571,0.5444444444444444,0.0,1462.603613696782,1739.6720174349837,0.0,1.5
2017-09-20,Cagliari,Sassuolo,0,1,A,2017-2018,2,0,0.0521859795092743,0.5264510343912763,-0.5047470087105393,-0.8050659542885283,0.29166666666666663,0.14583333333333331,1.0,1478.6309090085456,1474.9006775814196,1.2,0.2
2017-09-20,Atalanta,Crotone,5,1,H,2017-2018,0,0,0.044143004253506285,-0.1116201532933495,-0.9110145299371762,-0.743669488218521,0.3333333333333333,0.0,0.5,1602.1549345936164,1410.992478387191,0.8,0.2
2017-09-20,Juventus,Fiorentina,1,0,H,2017-2018,4,2,2.2304183315395893,1.8258036601644154,1.0259647846786482,0.5370715925289654,0.5625,0.275,1.0,1785.430408006357,1554.4674570343855,2.4,1.2
2017-09-20,Verona,Sampdoria,0,0,D,2017-2018,0,0,-0.7484415378385793,-0.8108398256776086,0.8866157597372099,0.8715764401245614,0.0625,0.37777777777777777,0.0,1368.082726821607,1493.6028196913678,0.25,1.75
2017-09-20,Milan,Spal,2,0,H,2017-2018,1,0,0.9561433704849773,1.1337681573205063,-0.2699833465046904,-0.1711678265245048,0.28809523809523807,0.1875,1.0,1568.4463587232547,1482.2608023956986,1.8,0.8
2017-09-20,Lazio,Napoli,1,4,A,2017-2018,3,4,1.209124053046391,1.1486342477437455,2.6015814915130444,1.750481402584353,0.43452380952380953,0.4642857142857143,0.5,1601.6481532725968,1784.2063280614661,2.0,2.4
2017-09-20,Udinese,Torino,2,3,A,2017-2018,0,0,0.19033499986258298,-0.17577119963665505,0.661790145108418,0.4598897900389471,0.39166666666666666,0.44166666666666665,0.5,1429.9493158897806,1536.0626831516872,0.6,1.6
2017-09-20,Genoa,Chievo,1,1,D,2017-2018,0,0,0.050409660265257575,-0.746302286947863,0.051873649508991454,-0.10905023128333172,0.29166666666666663,0.2791666666666667,0.0,1388.6777255629634,1426.6779520322275,0.2,0.8
2017-09-23,Juventus,Torino,4,0,H,2017-2018,5,1,1.6543063332609163,1.7445601518210991,0.8266793569731685,0.6723231914069092,0.49000000000000005,0.42833333333333334,1.0,1788.0208837291902,1545.8867444545979,2.5,1.8333333333333333
2017-09-23,Roma,Udinese,3,1,H,2017-2018,2,0,1.0566657930581604,1.0516707611087748,0.27292445666593945,-0.3386878762071948,0.5511904761904762,0.38,0.5,1749.6157490929697,1420.12525458687,1.8,0.6
2017-09-23,Spal,Napoli,2,3,A,2017-2018,0,5,-0.45033819919125845,-0.3330443576974506,2.5553389846913133,1.7094727708493518,0.15,0.4441558441558442,0.5,1474.6088048827526,1797.6244893070623,0.6666666666666666,2.5
2017-09-24,Sassuolo,Bologna,0,1,A,2017-2018,1,0,-0.49186302003445215,-0.35299158769919065,-0.27739570495672544,-0.3325394256393675,0.15,0.2833333333333333,0.0,1487.8006166012383,1436.4994824749665,0.6666666666666666,0.8333333333333334
2017-09-24,Fiorentina,Atalanta,1,1,D,2017-2018,0,1,0.4789156942140587,0.19064681103718328,0.6378607288951063,0.16844198290382575,0.22000000000000003,0.35757575757575755,0.5,1551.8769813115523,1608.0655766359855,1.0,1.1666666666666667
2017-09-24,Cagliari,Chievo,0,2,A,2017-2018,0,0,-0.2760085356558753,0.17972652807844883,-0.08906533640352275,-0.3340024294825134,0.2333333333333333,0.2519047619047619,0.5,1465.7309699887269,1428.4437451544247,1.0,0.8333333333333334
2017-09-24,Verona,Lazio,0,3,A,2017-2018,0,0,-0.8692026482360128,-0.8726902813033642,0.8460586340244344,0.7036811675372676,0.05,0.44761904761904764,0.0,1368.8159359845997,1588.2299920270007,0.3333333333333333,1.6666666666666667
2017-09-24,Inter,Genoa,1,0,H,2017-2018,0,0,1.0438008963911531,1.2348510977135383,-0.08580298806147178,-0.8461545036543201,0.4321428571428571,0.3333333333333333,1.0,1633.4587318858635,1386.9119324407661,2.1666666666666665,0.3333333333333333
2017-09-24,Sampdoria,Milan,2,0,H,2017-2018,0,2,0.36194670929239253,0.4283010205234965,0.8397169979847093,1.2177126391146522,0.2833333333333333,0.2876190476190476,1.0,1492.869610528375,1576.0983562362007,1.3333333333333333,2.0
2017-09-24,Crotone,Benevento,2,0,H,2017-2018,0,0,-0.8343962472009209,-0.8473103061133791,-0.8359647979265952,-0.8477847679550129,0.04,0.02857142857142857,0.0,1405.0818363448222,1452.659882038796,0.16666666666666666,0.0
2017-09-30,Genoa,Bologna,0,1,A,2017-2018,0,1,-0.2593853566883855,-0.8699263956235832,-0.2605476938080295,0.0036859638270288894,0.3333333333333333,0.26666666666666666,0.0,1384.5171095539997,1450.598388024489,0.2857142857142857,1.1428571428571428
2017-09-30,Udinese,Sampdoria,4,0,H,2017-2018,0,1,0.2177325824622157,-0.43309997065505823,0.47654311382805165,0.7105429088574173,0.38,0.32666666666666666,0.3333333333333333,1417.790663329588,1507.1460991503234,0.5,1.8333333333333333
2017-10-01,Napoli,Cagliari,3,0,H,2017-2018,6,0,2.4716539151496684,1.7581076668032856,-0.4252895938412302,0.015680261572283274,0.4441558441558442,0.2333333333333333,1.0,1801.9626337114469,1445.094169885836,2.5714285714285716,0.8571428571428571
2017-10-01,Spal,Crotone,1,1,D,2017-2018,0,1,-0.3112496798270731,-0.4786208141608747,-0.5881424373319024,-0.4299192961498821,0.35,0.13999999999999999,0.3333333333333333,1470.270660478368,1417.8356182837167,0.5714285714285714,0.5714285714285714
2017-10-01,Milan,Roma,0,2,A,2017-2018,0,3,0.5218802573904184,0.8754680716197736,1.1939441760862703,1.2024215480594227,0.2276190476190476,0.5159523809523809,1.0,1561.8218676142524,1751.9503403502517,2.0,2.0
2017-10-01,Torino,Verona,2,2,D,2017-2018,0,0,0.49152180280807173,0.40877215991835536,-0.9574858788768977,-0.9249109146676351,0.36166666666666664,0.0,0.5,1541.2950760557192,1357.104546265322,1.5714285714285714,0.2857142857142857
2017-10-01,Chievo,Fiorentina,2,1,H,2017-2018,1,0,0.06272885601359267,0.015617906969946692,0.3934497660162337,0.019003162897197067,0.21857142857142858,0.32,0.0,1449.0805452573156,1550.6226291875662,1.1428571428571428,1.0
2017-10-01,Benevento,Inter,1,2,A,2017-2018,0,1,-0.9164714991795573,-0.874313713321264,0.8825658365553187,1.36501618327358,0.0,0.36071428571428565,0.0,1439.9061000999016,1635.8535547726299,0.0,2.2857142857142856
2017-10-01,Atalanta,Juventus,2,2,D,2017-2018,0,6,0.5385795743732771,0.008648871241857004,1.8591393565788623,1.7971811654060472,0.3975757575757576,0.4842857142857143,0.6666666666666666,1609.3199287599716,1792.612552128069,1.1428571428571428,2.5714285714285716
2017-10-01,Lazio,Sassuolo,6,1,H,2017-2018,1,0,1.0164458806298198,0.8814250123287566,-0.6340643396214346,-0.4808042373705101,0.5676190476190476,0.15,0.3333333333333333,1599.9413817462785,1473.7017110517158,1.8571428571428572,0.5714285714285714
2017-10-14,Juventus,Lazio,1,2,A,2017-2018,0,2,1.6450268544250748,1.3658849669925361,1.4863021998951251,0.9722943405635879,0.42000000000000004,0.5265934065934066,1.0,1790.2600936570736,1608.4922386680637,2.375,2.0
2017-10-14,Roma,Napoli,0,1,A,2017-2018,4,7,1.0734184606666537,1.260958886367642,2.287886015822169,1.7249228446700176,0.3826190476190476,0.39415584415584415,0.6666666666666666,1763.1441779244776,1804.3158873839084,1.875,2.625
2017-10-15,Bologna,Spal,2,1,H,2017-2018,2,0,-0.32720227281760655,0.18535181266143014,-0.3280074090843013,-0.5826380776747899,0.26666666666666666,0.24,0.0,1461.5715575673785,1466.1446380694128,1.375,0.625
2017-10-15,Cagliari,Genoa,2,3,A,2017-2018,0,0,-0.5962197524932861,-0.19416069325597285,-0.4601170162149415,-0.9583090554495802,0.18333333333333332,0.2,0.3333333333333333,1442.7409162133745,1373.5439400111102,0.75,0.25
2017-10-15,Crotone,Torino,2,2,D,2017-2018,0,0,-0.5960607535123252,-0.5767938565341354,0.5058698862431988,0.1923676088421371,0.19,0.32166666666666666,0.25,1421.9616406926718,1534.5554626541957,0.625,1.5
2017-10-15,Fiorentina,Udinese,2,1,H,2017-2018,0,1,0.2239243437971752,-0.19191618040304534,0.5038275852296485,-0.19572659340014661,0.35,0.3609523809523809,0.3333333333333333,1540.5782447356503,1435.9663895286005,0.875,0.75
2017-10-15,Inter,Milan,3,2,H,2017-2018,2,0,0.7748923920996572,1.3497086112241088,0.22196250917096236,0.571869556214683,0.34285714285714286,0.14761904761904762,1.0,1643.1600906714411,1550.6280300400265,2.375,1.5
2017-10-15,Sampdoria,Atalanta,3,1,H,2017-2018,0,0,0.12943548019857207,0.37762975568535123,0.48314458944818384,-0.19291281898524495,0.26,0.43090909090909085,1.0,1488.9703729513108,1611.672387230967,1.5714285714285714,1.2857142857142858
2017-10-15,Sassuolo,Chievo,0,0,D,2017-2018,0,2,-0.607472720388351,-0.5851969979017624,0.08375447997956821,0.18665336325819087,0.18333333333333332,0.24523809523809526,0.0,1465.1508541299306,1459.1249297092315,0.5,1.375
2017-10-16,Verona,Benevento,1,0,H,2017-2018,0,0,-0.7481233456813755,-0.9663949881596663,-0.8927686022970579,-0.9724013443221072,0.05714285714285714,0.1,0.0,1363.8441596668454,1432.5995642010903,0.375,0.0
2017-10-21,Sampdoria,Crotone,5,0,H,2017-2018,1,0,0.35574801090660807,0.5744826698406474,-0.4300070629170762,-0.6202760029046991,0.2657142857142857,0.32333333333333336,1.0,1504.9491051820146,1422.323961354572,1.75,0.75
2017-10-21,Napoli,Inter,0,0,D,2017-2018,8,3,2.0187879271988765,1.754072898323151,0.9201576852753892,1.4277554512114752,0.3417748917748918,0.3857142857142857,1.0,1815.9931037898327,1648.1238362568222,2.6666666666666665,2.4444444444444446
2017-10-22,Udinese,Juventus,2,6,A,2017-2018,0,0,0.40290697357393745,-0.3078676921715985,1.412116335215859,1.0831595550369688,0.42095238095238086,0.30333333333333334,0.5,1431.2575755530934,1773.5587163981272,0.6666666666666666,2.111111111111111
2017-10-22,Torino,Roma,0,1,A,2017-2018,0,0,0.5292739945982069,0.03881848255346722,0.7720687504558844,0.9715454776000196,0.33277777777777773,0.31595238095238093,0.3333333333333333,1534.1931419922955,1751.4669615185533,1.4444444444444444,1.6666666666666667
2017-10-22,Spal,Sassuolo,0,1,A,2017-2018,0,0,-0.341148318292892,-0.6550208332889755,-0.7158770040056283,-0.6577210787770468,0.33999999999999997,0.11666666666666665,0.25,1458.8242012862306,1462.1905130761218,0.5555555555555556,0.5555555555555556
2017-10-22,Benevento,Fiorentina,0,3,A,2017-2018,0,1,-0.9383921417359129,-0.9754789540605657,0.29575353668046783,0.047891922615219754,0.1,0.31666666666666665,0.0,1423.4964394970602,1545.2870587111574,0.0,1.1111111111111112
2017-10-22,Lazio,Cagliari,3,0,H,2017-2018,3,0,1.3997475217935504,1.0762585207220232,-0.4443228823092644,-0.2941038967787427,0.49230769230769234,0.19047619047619047,0.5,1625.1936159270101,1428.222690079932,2.111111111111111,0.6666666666666666
2017-10-22,Chievo,Verona,3,2,H,2017-2018,0,1,-0.07415182752937578,0.04803542103891267,-0.7211208957478974,-0.6543905546841918,0.24523809523809526,0.12380952380952381,0.3333333333333333,1462.0852707630404,1372.9472843708754,1.3333333333333333,0.6666666666666666
2017-10-22,Atalanta,Bologna,1,0,H,2017-2018,0,3,0.40673164068075635,-0.29788086389567164,-0.1998330794631922,0.38771137167629255,0.3157575757575758,0.4666666666666666,0.5,1595.693655000263,1468.8919943505607,1.0,1.5555555555555556
2017-10-22,Milan,Genoa,0,0,D,2017-2018,0,1,0.27872697694939846,0.38243967287091485,-0.19946376790605969,-0.6387252388303087,0.18095238095238092,0.2545454545454545,0.75,1545.6642844546454,1388.0621661445527,1.3333333333333333,0.5555555555555556
2017-10-24,Inter,Sampdoria,3,2,H,2017-2018,0,2,0.6699058291113847,1.165751314101107,0.7784115005756009,0.7331376136976868,0.2523809523809524,0.38571428571428573,1.0,1654.5988821690485,1515.3083200925118,2.5555555555555554,1.8888888888888888
2017-10-25,Bologna,Lazio,1,2,A,2017-2018,0,4,-0.3354835651628923,0.23377467658741904,1.4579940332470527,1.1779678954944117,0.36666666666666664,0.5923076923076923,0.25,1464.6274304056524,1630.5566068148435,1.4,2.2
2017-10-25,Fiorentina,Torino,3,0,H,2017-2018,2,0,0.45701276378230254,0.23920380541145692,0.31942053039394236,-0.0929205405800299,0.30238095238095236,0.19944444444444442,0.5,1561.6909228239729,1527.4459470210004,1.3,1.3
2017-10-25,Atalanta,Verona,3,0,H,2017-2018,1,0,0.32961485511638516,-0.08232710235201189,-0.5863562932105802,-0.7225158326464322,0.38242424242424244,0.2571428571428571,0.6,1599.9582189451714,1367.910269106926,1.2,0.6
2017-10-25,Chievo,Milan,1,4,A,2017-2018,1,0,0.11629993200851191,0.23576618444269162,0.1008391005369803,0.22964693269113917,0.2702380952380953,0.12380952380952381,0.5,1467.1222860269897,1539.3641496465093,1.5,1.3
2017-10-25,Juventus,Spal,4,1,H,2017-2018,1,0,1.8157484083525612,1.1854863610674655,-0.4690115629739223,-0.7245063722174789,0.44333333333333336,0.33999999999999997,0.8,1781.0078277613354,1446.1124284737668,2.2,0.5
2017-10-25,Genoa,Napoli,2,3,A,2017-2018,0,0,-0.33435724020704816,-0.7030740213213068,1.6741055090473422,1.4867484585898139,0.15454545454545454,0.25606060606060604,0.0,1394.3623009526889,1809.5180578776065,0.6,2.5
2017-10-25,Cagliari,Benevento,2,1,H,2017-2018,0,0,-0.5582243088623002,-0.3891212557084868,-1.0107123466927856,-1.0130615700428618,0.05714285714285714,0.1,0.25,1422.8596991920986,1407.0925753842448,0.6,0.0
2017-10-25,Roma,Crotone,1,0,H,2017-2018,1,0,0.6368067455251213,1.0825713584436274,-0.5583677939446252,-0.7028257380251521,0.29595238095238097,0.32333333333333336,0.5,1758.2141564898484,1411.9647464440748,2.0,0.6666666666666666
2017-10-25,Sassuolo,Udinese,0,1,A,2017-2018,1,0,-0.6960635684646514,-0.41175126289427505,0.4312095780344293,-0.4078644187273238,0.16666666666666666,0.42095238095238086,0.0,1474.9022858885855,1423.8084641898852,0.8,0.6
2017-10-28,Milan,Juventus,0,2,A,2017-2018,1,2,0.3564962377638555,0.3808206669715749,1.8986645534610371,1.2435462924920841,0.2666666666666667,0.5366666666666666,0.6,1558.2593333031864,1783.654389009492,1.4545454545454546,2.272727272727273
2017-10-28,Roma,Bologna,1,0,H,2017-2018,2,0,0.5361037793212617,1.1729533445975657,-0.3468444863577754,0.10248175799054743,0.23166666666666663,0.36666666666666664,0.6,1759.637604416557,1456.5025713944003,1.9090909090909092,1.2727272727272727
2017-10-29,Benevento,Lazio,1,5,A,2017-2018,0,5,-0.9737016658019834,-1.0559182756113443,1.3936296123787217,1.2539383177124688,0.16666666666666666,0.6256410256410256,0.0,1400.306548154073,1638.6814658260955,0.0,2.272727272727273
2017-10-29,Crotone,Fiorentina,2,1,H,2017-2018,0,3,-0.6640263669247477,-0.7677226269833634,0.5691525221492166,0.38554981885799267,0.2833333333333333,0.3880952380952381,0.2,1410.5412985173662,1572.7466830851795,0.5454545454545454,1.4545454545454546
2017-10-29,Napoli,Sassuolo,3,1,H,2017-2018,1,0,1.6921393470684634,1.5343579756892711,-0.7826777705505398,-0.49122338044445585,0.2833333333333333,0.13333333333333336,0.75,1812.3207260347292,1460.808345978557,2.5454545454545454,0.7272727272727273
2017-10-29,Sampdoria,Chievo,4,1,H,2017-2018,0,0,0.7561026822556394,0.5331296104384747,0.05313304565128687,0.09439008508274203,0.5857142857142857,0.30833333333333335,1.0,1511.2799983697812,1448.2271023703127,1.7,1.5
2017-10-29,Spal,Genoa,1,0,H,2017-2018,0,0,-0.47224138383826547,-0.777958814850921,-0.25458282229741486,-0.7682180076183635,0.44000000000000006,0.15454545454545454,0.2,1443.4658672256103,1391.5596327955661,0.45454545454545453,0.5454545454545454
2017-10-29,Torino,Cagliari,2,1,H,2017-2018,0,1,0.1451905774181997,-0.19818231882646947,-0.45913663243464925,-0.19269444745527414,0.12444444444444443,0.13714285714285715,0.25,1516.3901867597938,1429.6457264222704,1.1818181818181819,0.8181818181818182
2017-10-29,Udinese,Atalanta,2,1,H,2017-2018,1,2,0.35068035956061433,-0.19770490896472245,0.4552448807952466,0.08829448147594804,0.4542857142857143,0.37722943722943725,0.4,1437.9024040999136,1604.4669616994502,0.8181818181818182,1.3636363636363635
2017-10-30,Verona,Inter,1,2,A,2017-2018,0,1,-0.6856847024401598,-0.7814486289865656,0.7622809409279773,1.2514215963209916,0.2571428571428571,0.26071428571428573,0.2,1363.4015263526474,1658.6272038917791,0.5454545454545454,2.3636363636363638
2017-11-04,Genoa,Sampdoria,0,2,A,2017-2018,0,1,-0.3605562509157707,-0.8055135538705717,0.981801593542943,0.6788808365149149,0.15454545454545454,0.6,0.0,1385.6730180823097,1521.121355145218,0.5,1.6666666666666667
2017-11-04,Bologna,Crotone,2,3,A,2017-2018,0,1,-0.4578758590063158,-0.015028808116086522,-0.5507446087873314,-0.542784863261946,0.31666666666666665,0.26333333333333336,0.2,1454.7139994281783,1422.3128244776447,1.1666666666666667,0.75
2017-11-05,Juventus,Benevento,2,1,H,2017-2018,3,0,1.8235654689719816,1.3201891837856796,-0.9344912550318103,-1.0737874900655209,0.5566666666666666,0.2,0.8,1793.4640799909562,1388.652898962057,2.3333333333333335,0.0
2017-11-05,Inter,Torino,1,1,D,2017-2018,2,1,0.7779202595094876,1.3282124186267332,0.18998322532604986,-0.027139673107693014,0.33214285714285713,0.1911111111111111,1.0,1663.533311380979,1521.4793018038429,2.4166666666666665,1.3333333333333333
2017-11-05,Sassuolo,Milan,0,2,A,2017-2018,0,0,-0.7637938083677117,-0.5629954012501288,0.19439887289974386,0.2475425242921334,0.33333333333333337,0.2666666666666667,0.0,1458.7324824367854,1548.4496423217222,0.6666666666666666,1.3333333333333333
2017-11-05,Chievo,Napoli,0,0,D,2017-2018,0,2,0.018319079181155173,-0.005960926750344459,1.714403953289676,1.5806693584024951,0.24166666666666664,0.3,0.4,1438.3857455948757,1814.396589576501,1.25,2.5833333333333335
2017-11-05,Cagliari,Verona,2,1,H,2017-2018,0,0,-0.4571686017688795,-0.27252976297178166,-0.6675745486703825,-0.8278344860464546,0.2038095238095238,0.3571428571428571,0.4,1424.5566113782213,1358.4954188634474,0.75,0.5
2017-11-05,Fiorentina,Roma,2,4,A,2017-2018,0,3,0.493598261924269,0.2605652856739557,0.4412704628118492,1.2497043446662734,0.3547619047619047,0.22333333333333333,0.6,1560.975157124901,1761.426176382779,1.3333333333333333,2.0
2017-11-05,Atalanta,Spal,1,1,D,2017-2018,0,1,0.3917163088616091,-0.011982682966055874,-0.4765532570280364,-0.561407795887118,0.43722943722943725,0.30666666666666664,0.8,1592.5741820633882,1449.3524819388667,1.25,0.6666666666666666
2017-11-18,Napoli,Milan,2,1,H,2017-2018,0,1,1.4540618485597026,1.3497433208522227,0.2326518019791494,0.3709607497856099,0.2,0.3066666666666667,0.8,1807.7875155622703,1563.8934586371415,2.4615384615384617,1.4615384615384615
2017-11-18,Roma,Lazio,2,1,H,2017-2018,4,6,0.6530061501289396,1.2973483650409994,1.6228832276260816,1.3118998494486445,0.23666666666666666,0.6167521367521367,0.8,1772.2062888829867,1650.3351150181115,2.25,2.3333333333333335
2017-11-19,Crotone,Genoa,0,1,A,2017-2018,2,0,-0.3849585703789671,-0.37051431466962714,-0.474667000722917,-0.8638396538615231,0.31333333333333335,0.15454545454545454,0.4,1435.9492852051742,1372.1981573448725,0.9230769230769231,0.46153846153846156
2017-11-19,Inter,Atalanta,2,0,H,2017-2018,0,0,0.672320714955731,1.1119966412436668,0.31026207948193846,-0.13041175714790473,0.315,0.37056277056277054,0.8,1657.5107018240622,1586.5301975553393,2.3076923076923075,1.2307692307692308
2017-11-19,Sampdoria,Juventus,3,2,H,2017-2018,2,4,0.9404248551548391,0.7641758385876879,1.7292089169840057,1.3534770705699997,0.6799999999999999,0.5566666666666666,1.0,1534.5962158826553,1794.5013071727983,1.9166666666666667,2.5833333333333335
2017-11-19,Spal,Fiorentina,1,1,D,2017-2018,0,0,-0.48259469442682895,-0.6246376455887459,0.4945858621783771,0.12229106849818536,0.3333333333333333,0.3714285714285714,0.2,1455.3964664469156,1550.1950446246933,0.6923076923076923,1.2307692307692308
2017-11-19,Torino,Chievo,1,1,D,2017-2018,0,0,0.13526174194142523,-0.1291524552825907,-0.12207914313188573,-0.12523590732879283,0.17777777777777776,0.175,0.4,1527.5019113607598,1444.9948196091063,1.3076923076923077,1.2307692307692308
2017-11-19,Udinese,Cagliari,0,1,A,2017-2018,2,1,0.36769960776017696,-0.038942470083117985,-0.3855868349269897,-0.12549740463240097,0.5142857142857142,0.24825396825396825,0.6,1449.7951837359756,1430.1105074959135,1.0,1.0
2017-11-19,Benevento,Sassuolo,1,2,A,2017-2018,0,0,-0.9133131804827097,-1.1087588163281206,-0.8372748483737391,-0.6263716000795491,0.3,0.3,0.0,1387.6156717802148,1443.288666121366,0.0,0.6153846153846154
2017-11-20,Verona,Bologna,2,3,A,2017-2018,0,0,-0.6615548729981122,-0.873748893483811,-0.3967506226980702,-0.12899519054468242,0.4,0.3466666666666667,0.2,1352.9415227457553,1441.0775387006488,0.46153846153846156,1.0769230769230769
2017-11-25,Chievo,Spal,2,1,H,2017-2018,0,0,-0.13947297646810425,-0.20283526710897348,-0.47305195297000585,-0.6708086260317556,0.225,0.4333333333333333,0.4,1449.8126034366367,1455.246768676177,1.2142857142857142,0.7142857142857143
2017-11-25,Sassuolo,Verona,0,2,A,2017-2018,1,0,-0.7224710138118082,-0.4408502907553416,-0.5545176483101916,-0.900167282389134,0.38,0.4133333333333333,0.0,1454.5576222099287,1342.6001824972122,0.7857142857142857,0.42857142857142855
2017-11-25,Cagliari,Inter,1,3,A,2017-2018,2,1,-0.38673345346137267,0.02745639548491829,0.6837025011329676,1.181577365741201,0.2411111111111111,0.315,0.4,1443.4252198532376,1665.67222315751,1.0714285714285714,2.357142857142857
2017-11-25,Bologna,Sampdoria,3,0,H,2017-2018,1,3,-0.2231929930594641,0.027509799768124253,1.0318711130486484,0.8688207835369972,0.26666666666666666,0.7142857142857143,0.2,1451.4188789491918,1548.8990452278467,1.3076923076923077,2.0
2017-11-26,Genoa,Roma,1,1,D,2017-2018,1,5,-0.47176937549628956,-0.6665506579711973,0.6634130852019126,1.3707104718442567,0.12857142857142856,0.29380952380952385,0.0,1386.5907582863676,1776.5668567106227,0.6923076923076923,2.3076923076923075
2017-11-26,Juventus,Crotone,3,0,H,2017-2018,0,0,1.6884302615792919,1.1938669126770383,-0.4704740988563568,-0.4345077686376889,0.6233333333333333,0.18000000000000002,0.8,1780.198477827607,1421.556684263679,2.2142857142857144,0.8571428571428571
2017-11-26,Lazio,Fiorentina,1,1,D,2017-2018,0,0,1.4832602824641044,1.1304416128078483,0.44135700924137267,0.029756288531369388,0.6244444444444445,0.3447619047619047,0.6,1645.9745471904755,1550.344742395432,2.0,1.2142857142857142
2017-11-26,Milan,Torino,0,0,D,2017-2018,0,0,0.1807956608198697,0.2555662871533709,0.08996350144906405,-0.21931708127806804,0.30666666666666675,0.17333333333333328,0.4,1561.4662573579287,1522.6841275332295,1.3571428571428572,1.2857142857142858
2017-11-26,Udinese,Napoli,0,1,A,2017-2018,0,1,0.21400689296853956,-0.14155209235313246,1.4213096868577029,1.4172172970687666,0.4,0.20666666666666664,0.4,1436.4804713786514,1810.214716841483,0.8571428571428571,2.5
2017-11-27,Atalanta,Benevento,1,0,H,2017-2018,0,0,0.17212395607557301,-0.21877358311892842,-0.908477145781615,-1.1497891289619244,0.35238095238095235,0.33333333333333337,0.6,1578.3686762218915,1376.3467156916522,1.1428571428571428,0.0
2017-12-01,Roma,Spal,3,1,H,2017-2018,0,0,0.5774714959996283,1.169281096966334,-0.48917878430269374,-0.7240588607585635,0.3038095238095238,0.47333333333333333,0.8,1769.7373764287206,1447.9033121482564,2.066666666666667,0.6666666666666666
2017-12-01,Napoli,Juventus,0,1,A,2017-2018,2,1,1.287021484763528,1.4424558778137504,1.6832811017133311,1.2321426532590234,0.25666666666666665,0.44333333333333336,0.8,1813.6427070160344,1782.5294231378896,2.533333333333333,2.2666666666666666
2017-12-02,Torino,Atalanta,1,1,D,2017-2018,0,1,-0.026351499948536906,-0.2912855407642563,0.12823434438883075,-0.07550926749762649,0.17333333333333328,0.30238095238095236,0.2,1526.4788851567837,1581.3585487153643,1.2666666666666666,1.2666666666666666
2017-12-03,Fiorentina,Sassuolo,3,0,H,2017-2018,0,0,0.36765311014193197,-0.07072490644913414,-0.8121396330359243,-0.5173338218384435,0.284047619047619,0.27999999999999997,0.6,1555.4472433513188,1431.3950552776998,1.2,0.7333333333333333
2017-12-03,Inter,Chievo,5,0,H,2017-2018,2,1,0.7560773828393879,1.2353004792553453,-0.0987936300820457,-0.07084906437067107,0.465,0.2833333333333333,0.8,1675.6019266489761,1457.1560599645572,2.4,1.3333333333333333
2017-12-03,Sampdoria,Lazio,1,2,A,2017-2018,0,0,0.8333856557316743,0.7089395234017515,1.341176137530757,0.9455343067363362,0.5142857142857142,0.573015873015873,1.0,1531.5259646304396,1640.8720462345887,1.8571428571428572,2.0714285714285716
2017-12-03,Benevento,Milan,2,2,D,2017-2018,0,0,-0.954083189934056,-1.1557809765613631,0.048315064133692104,0.1393850048602532,0.33333333333333337,0.30666666666666675,0.0,1373.3568431981794,1557.6714997343745,0.0,1.3333333333333333
2017-12-03,Bologna,Cagliari,1,1,D,2017-2018,2,0,-0.10026493536587679,0.14579909493107174,-0.4099399535375782,-0.07097387848062314,0.36666666666666664,0.2911111111111111,0.4,1468.791959546599,1433.4955163617715,1.3333333333333333,1.0
2017-12-04,Crotone,Udinese,0,3,A,2017-2018,0,0,-0.575825217160382,-0.5162129357486326,0.08205457238709213,-0.2269186743337495,0.18000000000000002,0.3,0.4,1419.2257389533963,1433.0524812041,0.8571428571428571,0.8571428571428571
2017-12-04,Verona,Genoa,0,1,A,2017-2018,1,0,-0.4964932483170046,-0.7321982003474086,-0.49642605792817623,-0.7337016581301073,0.3466666666666667,0.17857142857142855,0.2,1365.762749429441,1393.4202385682697,0.6,0.6666666666666666
