Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Season,Day,Home_WinStreak,Away_WinStreak,Z_Home_Goals_Season,Z_Home_Wins_Season,Z_Away_Goals_Season,Z_Away_Wins_Season,GoalOnShotRatioHome,GoalOnShotRatioAway,HomeAdvantage,HomeElo,AwayElo,Home_Current_Points,Away_Current_Points,HomeValue,AwayValue,PointToMatchRatioHome,PointToMatchRatioAway
2015-10-04,Milan,Napoli,0.0,4.0,A,2015-2016,7,0,1,0.270055629572678,0.4278344770230968,1.0516794255245403,-0.0430504155461416,0.375,0.3371428571428571,1.0,1501.3299526568935,1516.4462745482217,9,9,101300000.0,163500000.0,1.2857142857142858,1.2857142857142858
2015-10-04,Palermo,Roma,2.0,4.0,A,2015-2016,7,0,1,0.0654909421909112,-0.0428915709409201,1.243223671825075,0.4297767595546592,0.4666666666666667,0.3726190476190476,0.3333333333333333,1489.4234410214576,1527.9261821162238,7,11,37550000.0,160000000.0,1.0,1.5714285714285714
2015-10-04,Sampdoria,Inter,1.0,1.0,D,2015-2016,7,0,0,1.03578744948193,0.4279264238458103,0.0759457276579412,1.3761046891536883,0.3833333333333333,0.3466666666666667,1.0,1513.7152613497467,1521.8094798301645,10,15,67700000.0,136500000.0,1.4285714285714286,2.142857142857143
2015-10-04,Udinese,Genoa,1.0,1.0,D,2015-2016,7,1,1,-0.1509594686441927,-0.0524796706594454,-0.699369342856599,-0.0263500117460563,0.3666666666666666,0.1666666666666666,0.0,1476.306082130297,1474.715725934287,6,6,28350000.0,36000000.0,0.8571428571428571,0.8571428571428571
2015-10-17,Roma,Empoli,3.0,1.0,H,2015-2016,8,2,1,1.5514436325840213,0.6353765940340574,-0.1504109243573842,-0.1890057950829182,0.4154761904761905,0.25,0.6666666666666666,1545.5538476092925,1470.0404824667792,14,7,143000000.0,20400000.0,1.75,0.875
2015-10-17,Torino,Milan,1.0,1.0,D,2015-2016,8,0,0,0.6862507222881505,0.6322686298921139,0.0197258459707616,0.2232441786933097,0.3299999999999999,0.275,1.0,1525.365560265151,1478.0880684602623,13,9,35100000.0,99500000.0,1.625,1.125
2015-10-18,Atalanta,Carpi,3.0,0.0,H,2015-2016,8,0,1,0.0040065138147948,0.2145031080408677,0.0086468804931445,-0.615516294363273,0.3466666666666667,0.3666666666666666,0.6666666666666666,1511.5849559432834,1463.7455457759029,11,5,33850000.0,17500000.0,1.375,0.625
2015-10-18,Bologna,Palermo,0.0,1.0,A,2015-2016,8,0,0,-0.6771268864754948,-0.6184344688702106,0.1681476825894772,-0.2165524235624606,0.3666666666666666,0.3466666666666667,0.3333333333333333,1446.1116565004477,1471.795775528389,3,7,34700000.0,31750000.0,0.375,0.875
2015-10-18,Frosinone,Sampdoria,2.0,0.0,H,2015-2016,8,0,0,-0.6881509977100246,-0.6236027595035438,0.8629415387296757,0.2075958119928892,0.3,0.3166666666666666,0.3333333333333333,1458.2822675796183,1511.1300208097605,4,11,16600000.0,52775000.0,0.5,1.375
2015-10-18,Genoa,Chievo,3.0,2.0,H,2015-2016,8,0,0,-0.6847814003600518,-0.2022900743843097,0.5221811345581037,0.223100889439676,0.1285714285714285,0.2352380952380952,0.6666666666666666,1477.5591537227683,1526.6752371376567,7,12,54000000.0,18500000.0,0.875,1.5
2015-10-18,Inter,Juventus,0.0,0.0,D,2015-2016,8,0,1,0.0072981088675327,1.057742493180881,0.1800369585911247,-0.2084780135039529,0.2952380952380952,0.2988095238095238,0.75,1524.394720370151,1497.6474294525851,16,8,139000000.0,218500000.0,2.0,1.0
2015-10-18,Napoli,Fiorentina,2.0,1.0,H,2015-2016,8,2,5,1.3943485760962897,0.2062586953430322,1.0347860323484768,1.4799963530116,0.48,0.4333333333333333,0.6666666666666666,1539.688158744853,1563.0558727859936,12,18,163500000.0,67300000.0,1.5,2.25
2015-10-18,Sassuolo,Lazio,2.0,1.0,H,2015-2016,8,0,3,0.1622349322380926,0.2069092952092691,0.3527477671384692,1.0550847220697983,0.2344444444444444,0.3566666666666666,0.3333333333333333,1519.9927684241377,1521.873951369707,12,15,52650000.0,99800000.0,1.5,1.875
2015-10-18,Verona,Udinese,1.0,1.0,D,2015-2016,8,0,0,-0.3617886975117609,-1.0737205618762216,-0.1873366860873079,-0.2198014190821535,0.4666666666666667,0.4333333333333333,0.0,1473.9518727114455,1473.462654341816,4,7,22400000.0,32150000.0,0.5,0.875
2015-10-24,Carpi,Bologna,1.0,2.0,A,2015-2016,9,0,0,-0.1802158548036923,-0.6896123309031955,-0.7993648935966688,-0.6927872919009616,0.1666666666666666,0.3666666666666666,0.25,1453.272971591926,1434.0047086180466,5,3,19800000.0,36400000.0,0.5555555555555556,0.3333333333333333
2015-10-24,Empoli,Genoa,2.0,0.0,H,2015-2016,9,0,1,-0.1796441184530473,-0.3115196611354147,-0.3337777895714597,0.0655355607571883,0.15,0.2285714285714285,0.25,1462.0330603157977,1486.1049790323766,7,10,21150000.0,53000000.0,0.7777777777777778,1.1111111111111112
